source_code,source_concept_id,source_vocabulary_id,source_domain_id,source_concept_class_id,source_description,source_description_synonym,valid_start_date,decision,review_date,reviewer_name,reviewer_specialty,reviewer_comment,orcid_id,reviewer_affiliation_name,status,author_comment,change_required
Q05586,0,OMOP Exposome,Observation,Substance,"Glutamate receptor ionotropic, NMDA 1",,2024-09-14,1,,,,,,,,,
Q12879,0,OMOP Exposome,Observation,Substance,"Glutamate receptor ionotropic, NMDA 2A",,2024-09-14,1,,,,,,,,,
Q13224,0,OMOP Exposome,Observation,Substance,"Glutamate receptor ionotropic, NMDA 2B",,2024-09-14,1,,,,,,,,,
Q14957,0,OMOP Exposome,Observation,Substance,"Glutamate receptor ionotropic, NMDA 2C",,2024-09-14,1,,,,,,,,,
O15399,0,OMOP Exposome,Observation,Substance,"Glutamate receptor ionotropic, NMDA 2D",,2024-09-14,1,,,,,,,,,
Q8TCU5,0,OMOP Exposome,Observation,Substance,"Glutamate receptor ionotropic, NMDA 3A",,2024-09-14,1,,,,,,,,,
O60391,0,OMOP Exposome,Observation,Substance,"Glutamate receptor ionotropic, NMDA 3B",,2024-09-14,1,,,,,,,,,
P48506,0,OMOP Exposome,Observation,Substance,Glutamate--cysteine ligase catalytic subunit,,2024-09-14,1,,,,,,,,,
P48507,0,OMOP Exposome,Observation,Substance,Glutamate--cysteine ligase regulatory subunit,,2024-09-14,1,,,,,,,,,
GIS1008922,0,OMOP Exposome,Observation,Substance,Glutamatergic synapse,,2024-09-14,1,,,,,,,,,
Q9UGI5,0,OMOP Exposome,Observation,Substance,Glutamic acid decarboxylase,,2024-09-14,1,,,,,,,,,
O94925,0,OMOP Exposome,Observation,Substance,"Glutaminase kidney isoform, mitochondrial",,2024-09-14,1,,,,,,,,,
Q9UI32,0,OMOP Exposome,Observation,Substance,"Glutaminase liver isoform, mitochondrial",,2024-09-14,1,,,,,,,,,
P15104,0,OMOP Exposome,Observation,Substance,Glutamine synthetase,,2024-09-14,1,,,,,,,,,
Q6IA69,0,OMOP Exposome,Observation,Substance,Glutamine-dependent NAD(+) synthetase,,2024-09-14,1,,,,,,,,,
Q16769,0,OMOP Exposome,Observation,Substance,Glutaminyl-peptide cyclotransferase,,2024-09-14,1,,,,,,,,,
Q07075,0,OMOP Exposome,Observation,Substance,Glutamyl aminopeptidase,,2024-09-14,1,,,,,,,,,
O75879,0,OMOP Exposome,Observation,Substance,"Glutamyl-tRNA(Gln) amidotransferase subunit B, mitochondrial",,2024-09-14,1,,,,,,,,,
111-30-8,0,OMOP Exposome,Observation,Substance,Glutaral,"Gluteraldehyde; 1,3-Diformyl propane; 1,3-Diformylpropane; 1,5-Pentanedial; 1,5-Pentanedione; Aldehyd glutarowy; Aldesan; Aldesen; Alhydex; Aqucar; Bactron K31; Cidex; Cidex 7; Coldcide-25 microbiocide; Dioxopentane; Diswart; Gludesin; Glutaclean; Glutaral(usan); Glutaral, INN, USAN; Glutaraldehyd; Glutaraldehyde; GLUTARALDEHYDE, 25% SOLN; Glutaralum; Glutardialdehyde; Glutarex 28; Glutaric acid dialdehyde; Glutaric aldehyde; Glutaric dialdehyde; Glutarol; Glutarol-1,5-pentanedial; Glutural; Hospex; Novaruca; Pentane-1,5-dial; Pentanedial, homopolymer; Poly(glutaraldehyde); Polyglutaraldehyde; Potentiated acid glutaraldehyde; Protectol GDA, GT 50; PTD; Relugan GT; Relugan GT 50; Relugan GTW; Sonacide; Sporicidin; Sterihyde; Sterihyde L; Ucarcide; Ucarcide 225; Ucarcide 250; Ucarset; Veruca-sep; Verucasep; Virsal; CHEBI:64276",2014-12-24,1,,,,,,,,,
P35754,0,OMOP Exposome,Observation,Substance,Glutaredoxin-1,,2024-09-14,1,,,,,,,,,
Q9NS18,0,OMOP Exposome,Observation,Substance,"Glutaredoxin-2, mitochondrial",,2024-09-14,1,,,,,,,,,
110-94-1,0,OMOP Exposome,Observation,Substance,Glutaric acid,"Pentanedioate; Pentandioate; Glutarate; 1,5-Pentanedioic acid; 1,3-Propanedicarboxylic acid; 1,5-Pentanedioate; 1,3-Propanedicarboxylate; Pentandioic acid; Pentanedioic acid; CHEBI:17859",2018-03-21,1,,,,,,,,,
GIS1008923,0,OMOP Exposome,Observation,Substance,Glutaric Aciduria Type I,,2024-09-14,1,,,,,,,,,
GIS1008924,0,OMOP Exposome,Observation,Substance,Glutaric Aciduria Type III,,2024-09-14,1,,,,,,,,,
544-13-8,0,OMOP Exposome,Observation,Substance,Glutaronitrile,,2014-12-24,1,,,,,,,,,
Q92947,0,OMOP Exposome,Observation,Substance,"Glutaryl-CoA dehydrogenase, mitochondrial",,2024-09-14,1,,,,,,,,,
70-18-8,0,OMOP Exposome,Observation,Substance,Glutathione,Tathione; Triptide; L-g-Glutamyl-L-cysteinyl-glycine; Isethion; GSH; Glutinal; Glutide; Glutatione; Glutatiol; Glutathione reduced; Glutathione red; Glutathion; gamma-L-Glutamyl-L-cysteinylglycine; gamma-L-Glutamyl-L-cysteinyl-glycine; gamma-Glutamylcysteinylglycine; Deltathione; Copren; Bakezyme RX; Agifutol S; 5-L-Glutamyl-L-cysteinylglycine; Glutathione-SH; L-Glutathione reduce; L-Glutathione; L-Glutamyl-L-cysteinylglycine; L-gamma-Glutamyl-L-cysteinylglycine; L-gamma-Glutamyl-L-cysteinyl-glycine; Red. glutathione; Reduced glutathione; Neuthion; N-(N-gamma-L-Glutamyl-L-cysteinyl)glycine; Ledac; Tathion; CHEBI:16856,2014-12-24,1,,,,,,,,,
GIS1008925,0,OMOP Exposome,Observation,Substance,Glutathione biosynthesis,,2024-09-14,1,,,,,,,,,
GIS1008926,0,OMOP Exposome,Observation,Substance,Glutathione Metabolism,,2024-09-14,1,,,,,,,,,
Q6NSD4,0,OMOP Exposome,Observation,Substance,Glutathione peroxidase,,2024-09-14,1,,,,,,,,,
P07203,0,OMOP Exposome,Observation,Substance,Glutathione peroxidase 1,,2024-09-14,1,,,,,,,,,
P18283,0,OMOP Exposome,Observation,Substance,Glutathione peroxidase 2,,2024-09-14,1,,,,,,,,,
P22352,0,OMOP Exposome,Observation,Substance,Glutathione peroxidase 3,,2024-09-14,1,,,,,,,,,
P59796,0,OMOP Exposome,Observation,Substance,Glutathione peroxidase 6,,2024-09-14,1,,,,,,,,,
Q96SL4,0,OMOP Exposome,Observation,Substance,Glutathione peroxidase 7,,2024-09-14,1,,,,,,,,,
P00390,0,OMOP Exposome,Observation,Substance,"Glutathione reductase, mitochondrial",,2024-09-14,1,,,,,,,,,
P08263,0,OMOP Exposome,Observation,Substance,Glutathione S-transferase A1,,2024-09-14,1,,,,,,,,,
P09210,0,OMOP Exposome,Observation,Substance,Glutathione S-transferase A2,,2024-09-14,1,,,,,,,,,
Q16772,0,OMOP Exposome,Observation,Substance,Glutathione S-transferase A3,,2024-09-14,1,,,,,,,,,
O15217,0,OMOP Exposome,Observation,Substance,Glutathione S-transferase A4,,2024-09-14,1,,,,,,,,,
Q7RTV2,0,OMOP Exposome,Observation,Substance,Glutathione S-transferase A5,,2024-09-14,1,,,,,,,,,
Q9Y2Q3,0,OMOP Exposome,Observation,Substance,Glutathione S-transferase kappa 1,,2024-09-14,1,,,,,,,,,
P09488,0,OMOP Exposome,Observation,Substance,Glutathione S-transferase Mu 1,,2024-09-14,1,,,,,,,,,
P28161,0,OMOP Exposome,Observation,Substance,Glutathione S-transferase Mu 2,,2024-09-14,1,,,,,,,,,
P21266,0,OMOP Exposome,Observation,Substance,Glutathione S-transferase Mu 3,,2024-09-14,1,,,,,,,,,
Q03013,0,OMOP Exposome,Observation,Substance,Glutathione S-transferase Mu 4,,2024-09-14,1,,,,,,,,,
P46439,0,OMOP Exposome,Observation,Substance,Glutathione S-transferase Mu 5,,2024-09-14,1,,,,,,,,,
P78417,0,OMOP Exposome,Observation,Substance,Glutathione S-transferase omega-1,,2024-09-14,1,,,,,,,,,
Q9H4Y5,0,OMOP Exposome,Observation,Substance,Glutathione S-transferase omega-2,,2024-09-14,1,,,,,,,,,
P09211,0,OMOP Exposome,Observation,Substance,Glutathione S-transferase P,,2024-09-14,1,,,,,,,,,
BE0005328,0,OMOP Exposome,Observation,Substance,Glutathione S-transferase pi,,2024-09-14,1,,,,,,,,,
P30711,0,OMOP Exposome,Observation,Substance,Glutathione S-transferase theta-1,,2024-09-14,1,,,,,,,,,
P0CG29,0,OMOP Exposome,Observation,Substance,Glutathione S-transferase theta-2,,2024-09-14,1,,,,,,,,,
A8MPT4,0,OMOP Exposome,Observation,Substance,Glutathione S-transferase theta-4,,2024-09-14,1,,,,,,,,,
P48637,0,OMOP Exposome,Observation,Substance,Glutathione synthetase,,2024-09-14,1,,,,,,,,,
GIS1008927,0,OMOP Exposome,Observation,Substance,Glutathione Synthetase Deficiency,,2024-09-14,1,,,,,,,,,
56-82-6,0,OMOP Exposome,Observation,Substance,Glyceraldehyde,"D-(+)-Glyceraldehyde; alpha,beta-Dihydroxypropionaldehyde; 2,3-Dihydroxypropionaldehyde; D-Aldotriose; D-Glyceraldehyde; D-Glycerose; delta-(+)-Glyceraldehyde; 2,3-Dihydroxypropanal; (+/-)-Glyceraldehyde; (+/-)-2,3-dihydroxy-Propanal; delta-2,3-Dihydroxypropanal; Glycerinformal; delta-2,3-Dihydroxypropionaldehyde; Glycerose; delta-Aldotriose; delta-Glyceraldehyde; delta-Glycerose; Dihydroxypropionaldehyde; DL-Glyceraldehyde; Glyceric aldehyde; Glycerinaldehyde; D-2,3-Dihydroxypropionaldehyde; D-2,3-Dihydroxypropanal; CHEBI:5445",2018-03-21,1,,,,,,,,,
P04406,0,OMOP Exposome,Observation,Substance,Glyceraldehyde-3-phosphate dehydrogenase,,2024-09-14,1,,,,,,,,,
O14556,0,OMOP Exposome,Observation,Substance,"Glyceraldehyde-3-phosphate dehydrogenase, testis-specific",,2024-09-14,1,,,,,,,,,
473-81-4,0,OMOP Exposome,Observation,Substance,Glyceric acid,"a,b-Hydroxypropionic acid; a,b-Hydroxypropionate; Glycerate; D-Glyceric acid; D-Glycerate; (R)-glycerate; CHEBI:32398",2018-03-21,1,,,,,,,,,
56-81-5,0,OMOP Exposome,Observation,Substance,Glycerol,"Bulbold; E 422; Emery 916; Glyceol Opthalgan; Tryhydroxypropane; Trihydroxypropane; RG-S; Propanetriol; Pricerine 9091; Osmoglyn; Mackstat H 66; Incorporation factor; IFP; Glysanin; Glyrol; Glycyl alcohol; Glyceritol; Glycerine; Glycerin; 1,2,3-Trihydroxypropane; Cristal; CHEBI:17522",2018-03-21,1,,,,,,,,,
GIS1008929,0,OMOP Exposome,Observation,Substance,Glycerol Kinase Deficiency,,2024-09-14,1,,,,,,,,,
P21695,0,OMOP Exposome,Observation,Substance,"Glycerol-3-phosphate dehydrogenase [NAD(+)], cytoplasmic",,2024-09-14,1,,,,,,,,,
P43304,0,OMOP Exposome,Observation,Substance,"Glycerol-3-phosphate dehydrogenase, mitochondrial",,2024-09-14,1,,,,,,,,,
GIS1008928,0,OMOP Exposome,Observation,Substance,Glycerolipid Metabolism,,2024-09-14,1,,,,,,,,,
556-52-5,0,OMOP Exposome,Observation,Substance,Glycidol,"(RS)-3-hydroxy-1,2-epoxypropane; 2,3-Epoxy-1-propanol; 3-Hydroxypropylene oxide; 3-Hydroxy-1,2-epoxypropane; Oxiranemethanol; CHEBI:CHEBI:30966",2014-12-24,1,,,,,,,,,
56-40-6,0,OMOP Exposome,Observation,Substance,Glycine,H2N-CH2-COOH; Hgly; Leimzucker; Padil; Glykokoll; G; Glycosthene; Aminoethanoic acid; Aminoethanoate; Glycolixir; Gly; Glycocoll; Glicoamin; 2-Aminoacetate; 2-Aminoacetic acid; Aminoessigsaeure; Aminoacetic acid; Aminoacetate; Amino-Acetic acid; Amino-Acetate; Aciport; Glycin; Gyn-Hydralin; Glyzin; CHEBI:15428,2018-03-21,1,,,,,,,,,
GIS1008930,0,OMOP Exposome,Observation,Substance,Glycine Agent,,2024-09-14,1,,,,,,,,,
P50440,0,OMOP Exposome,Observation,Substance,"Glycine amidinotransferase, mitochondrial",,2024-09-14,1,,,,,,,,,
GIS1008931,0,OMOP Exposome,Observation,Substance,Glycine and Serine Metabolism,,2024-09-14,1,,,,,,,,,
P23434,0,OMOP Exposome,Observation,Substance,"Glycine cleavage system H protein, mitochondrial",,2024-09-14,1,,,,,,,,,
P23378,0,OMOP Exposome,Observation,Substance,"Glycine dehydrogenase (decarboxylating), mitochondrial",,2024-09-14,1,,,,,,,,,
BE0000618,0,OMOP Exposome,Observation,Substance,"Glycine dehydrogenase [decarboxylating], mitochondrial",,2024-09-14,1,,,,,,,,,
Q6IB77,0,OMOP Exposome,Observation,Substance,Glycine N-acyltransferase,,2024-09-14,1,,,,,,,,,
Q969I3,0,OMOP Exposome,Observation,Substance,Glycine N-acyltransferase-like protein 1,,2024-09-14,1,,,,,,,,,
Q8WU03,0,OMOP Exposome,Observation,Substance,Glycine N-acyltransferase-like protein 2,,2024-09-14,1,,,,,,,,,
Q14749,0,OMOP Exposome,Observation,Substance,Glycine N-methyltransferase,,2024-09-14,1,,,,,,,,,
GIS1008932,0,OMOP Exposome,Observation,Substance,Glycine N-methyltransferase Deficiency,,2024-09-14,1,,,,,,,,,
BE0004857,0,OMOP Exposome,Observation,Substance,Glycine receptor (alpha-1/beta),,2024-09-14,1,,,,,,,,,
P23415,0,OMOP Exposome,Observation,Substance,Glycine receptor subunit alpha-1,,2024-09-14,1,,,,,,,,,
P23416,0,OMOP Exposome,Observation,Substance,Glycine receptor subunit alpha-2,,2024-09-14,1,,,,,,,,,
O75311,0,OMOP Exposome,Observation,Substance,Glycine receptor subunit alpha-3,,2024-09-14,1,,,,,,,,,
Q5JXX5,0,OMOP Exposome,Observation,Substance,Glycine receptor subunit alpha-4,,2024-09-14,1,,,,,,,,,
P48167,0,OMOP Exposome,Observation,Substance,Glycine receptor subunit beta,,2024-09-14,1,,,,,,,,,
P41250,0,OMOP Exposome,Observation,Substance,Glycine--tRNA ligase,,2024-09-14,1,,,,,,,,,
P09466,0,OMOP Exposome,Observation,Substance,Glycodelin,,2024-09-14,1,,,,,,,,,
P11216,0,OMOP Exposome,Observation,Substance,"Glycogen phosphorylase, brain form",,2024-09-14,1,,,,,,,,,
P06737,0,OMOP Exposome,Observation,Substance,"Glycogen phosphorylase, liver form",,2024-09-14,1,,,,,,,,,
P11217,0,OMOP Exposome,Observation,Substance,"Glycogen phosphorylase, muscle form",,2024-09-14,1,,,,,,,,,
GIS1008934,0,OMOP Exposome,Observation,Substance,Glycogen Storage Disease Type 1A (GSD1A) or Von Gierke Disease,,2024-09-14,1,,,,,,,,,
P49841,0,OMOP Exposome,Observation,Substance,Glycogen synthase kinase-3 beta,,2024-09-14,1,,,,,,,,,
GIS1008933,0,OMOP Exposome,Observation,Substance,Glycogenosis,,2024-09-14,1,,,,,,,,,
79-14-1,0,OMOP Exposome,Observation,Substance,Glycolic acid,alpha-Hydroxyacetate; 2-Hydroxyacetate; 2-Hydroxyacetic acid; a-Hydroxyacetate; a-Hydroxyacetic acid; alpha-Hydroxyacetic acid; Glycocide; Glycolate; Glycollate; Glycollic acid; GlyPure; GlyPure 70; Hydroxyacetate; Hydroxyacetic acid; Hydroxyethanoate; Hydroxyethanoic acid; Sodium glycolate; CHEBI:29805,2018-03-21,1,,,,,,,,,
Q9NZD2,0,OMOP Exposome,Observation,Substance,Glycolipid transfer protein,,2024-09-14,1,,,,,,,,,
496-46-8,0,OMOP Exposome,Observation,Substance,Glycoluril,,2014-12-24,1,,,,,,,,,
GIS1008935,0,OMOP Exposome,Observation,Substance,Glycolysis,,2024-09-14,1,,,,,,,,,
GIS1008936,0,OMOP Exposome,Observation,Substance,Glycopeptide Antibacterial,,2024-09-14,1,,,,,,,,,
Q5SRI9,0,OMOP Exposome,Observation,Substance,"Glycoprotein endo-alpha-1,2-mannosidase",,2024-09-14,1,,,,,,,,,
Q7Z4J2,0,OMOP Exposome,Observation,Substance,Glycosyltransferase 6 domain-containing protein 1,,2024-09-14,1,,,,,,,,,
298-12-4,0,OMOP Exposome,Observation,Substance,Glyoxylic acid,Oxalaldehydate; Glyoxylate; Glyoxalic acid; Oxoacetate; Glyoxalate; Oxoacetic acid; alpha-Ketoacetate; a-Ketoacetic acid; a-Ketoacetate; Oxalaldehydic acid; Formylformic acid; Oxoethanoate; Oxoethanoic acid; Formylformate; alpha-Ketoacetic acid; CHEBI:16891,2018-03-21,1,,,,,,,,,
P49915,0,OMOP Exposome,Observation,Substance,GMP synthase [glutamine-hydrolyzing],,2024-09-14,1,,,,,,,,,
10294-28-7,0,OMOP Exposome,Observation,Substance,Gold(III) bromide,Hydrogen tetrabromoaurate(III) hydrate; Gold(III) bromide hydrate; gold(3+) bromide; Gold tribromide; Gold Bromide (aubr3); AuBr3; AuBr3; CHEBI:30079,2014-12-24,1,,,,,,,,,
GIS1008937,0,OMOP Exposome,Observation,Substance,Golgi apparatus,,2024-09-14,1,,,,,,,,,
GIS1008938,0,OMOP Exposome,Observation,Substance,Gonadotropin-Releasing Hormone,,2024-09-14,1,,,,,,,,,
GIS1008939,0,OMOP Exposome,Observation,Substance,Gonadotropin-releasing hormone agonist,,2024-09-14,1,,,,,,,,,
P30968,0,OMOP Exposome,Observation,Substance,Gonadotropin-releasing hormone receptor,,2024-09-14,1,,,,,,,,,
GIS1008940,0,OMOP Exposome,Observation,Substance,Gonads,,2024-09-14,1,,,,,,,,,
60748-39-2,0,OMOP Exposome,Observation,Substance,Gonyautoxin I,,2014-12-24,1,,,,,,,,,
60508-89-6,0,OMOP Exposome,Observation,Substance,Gonyautoxin II,,2014-12-24,1,,,,,,,,,
GIS1008941,0,OMOP Exposome,Observation,Substance,Gout Suppressant,,2024-09-14,1,,,,,,,,,
152617-90-8,0,OMOP Exposome,Observation,Substance,Grammotoxin,,2014-12-24,1,,,,,,,,,
4720-09-6,0,OMOP Exposome,Observation,Substance,Grayanotoxin I,,2014-12-24,1,,,,,,,,,
4678-44-8,0,OMOP Exposome,Observation,Substance,Grayanotoxin II,,2014-12-24,1,,,,,,,,,
4678-45-9,0,OMOP Exposome,Observation,Substance,Grayanotoxin III,,2014-12-24,1,,,,,,,,,
126-07-8,0,OMOP Exposome,Observation,Substance,Griseofulvin,Poncyl; Likuden; Lamoryl; Grysio; Grisovin; Fulcin; S-Fulvin; Curling factor; Grifulvin; Fulvicin; Grifulvin V; Gris-PEG; Grisactin; Griseofulvina; Griseofulvine; Griseofulvinum; Grison-250; Spirofulvin; Sporostatin; Crivicin; Amudane; (+)-griseofulvin; CHEBI:27779,2014-12-24,1,,,,,,,,,
GIS1008942,0,OMOP Exposome,Observation,Substance,grivet_ABCB1 (p-glycoprotein),,2024-09-14,1,,,,,,,,,
Q9UNK4,0,OMOP Exposome,Observation,Substance,Group IID secretory phospholipase A2,,2024-09-14,1,,,,,,,,,
Q9NZK7,0,OMOP Exposome,Observation,Substance,Group IIE secretory phospholipase A2,,2024-09-14,1,,,,,,,,,
Q02643,0,OMOP Exposome,Observation,Substance,Growth hormone-releasing hormone receptor,,2024-09-14,1,,,,,,,,,
GIS1008943,0,OMOP Exposome,Observation,Substance,Growth Inhibitor,,2024-09-14,1,,,,,,,,,
P43026,0,OMOP Exposome,Observation,Substance,Growth/differentiation factor 5,,2024-09-14,1,,,,,,,,,
P30793,0,OMOP Exposome,Observation,Substance,GTP cyclohydrolase 1,,2024-09-14,1,,,,,,,,,
Q9UIJ7,0,OMOP Exposome,Observation,Substance,"GTP:AMP phosphotransferase AK3, mitochondrial",,2024-09-14,1,,,,,,,,,
1990-05-01,0,OMOP Exposome,Observation,Substance,Guaiacol,O-Methoxyphenol; Creodon; 2-Methoxy-Phenol; Catechol monomethyl ether; Guaiastil; Methylcatechol; Anastil; O-Hydroxyanisole; Guajakol; Guajol; Guasol; Guiacol; 2-Methoxyphenol; Methoxyphenol; O-Methoxy-Phenol; Guaiacol (liquid) extra pure; O-Methyl catechol; Guaicol; Guaicolina; 2-Hydroxyanisole; 1-Hydroxy-2-methoxybenzene; Pyrocatechol monomethyl ether; Methylcatachol; O-Guaiacol; Pyroguaiac acid; CHEBI:28591,2014-12-24,1,,,,,,,,,
93-14-1,0,OMOP Exposome,Observation,Substance,Guaifenesin,,2014-12-24,1,,,,,,,,,
113-00-8,0,OMOP Exposome,Observation,Substance,Guanidine,Iminourea; Aminoformamidine; (4-Aminobutyl) guanidine; Imidourea; Guanidin; Gu; GUANIDINE; H2N-C(=NH)-NH2; Carbamidine; Carbamamidine; Aminomethanamidine; CHEBI:24435,2014-12-24,1,,,,,,,,,
506-93-4,0,OMOP Exposome,Observation,Substance,Guanidine nitrate,,2014-12-24,1,,,,,,,,,
GIS1008944,0,OMOP Exposome,Observation,Substance,Guanidinoacetate Methyltransferase Deficiency (GAMT Deficiency),,2024-09-14,1,,,,,,,,,
Q14353,0,OMOP Exposome,Observation,Substance,Guanidinoacetate N-methyltransferase,,2024-09-14,1,,,,,,,,,
6133-30-8,0,OMOP Exposome,Observation,Substance,Guanidinosuccinic acid,N-Amidino-L-aspartic acid; Guanidinosuccinate; L-N-Amidinoaspartic acid; N-(Aminoiminomethyl)-L-aspartic acid; N-Amidino-L-aspartate; N-Carbamimidoyl-L-aspartic acid; CHEBI:17072,2014-12-24,1,,,,,,,,,
352-97-6,0,OMOP Exposome,Observation,Substance,Guanidoacetic acid,(aminoiminomethyl)amino-Acetic acid; b-Guanidinoacetic acid; b-Guanidinoacetate; beta-Guanidinoacetate; beta-Guanidinoacetic acid; Betacyamine; Betasyamine; Glycocyamine; Guanidineacetate; Guanidineacetic acid; alpha-Guanidinoacetic acid; alpha-Guanidinoacetate; a-Guanidinoacetic acid; a-Guanidinoacetate; 2-Amino(imino)methylaminoacetic acid; 2-Amino(imino)methylaminoacetate; (carboxymethyl)-Guanidine; Guanidylacetate; Guanidylacetic acid; Guanyl glycine; N-Amidino-Glycine; N-Amidinoglycine; (aminoiminomethyl)amino-Acetate; Guanidinoacetate; Guanidinoacetic acid; Guanidoacetate; CHEBI:16344,2014-12-24,1,,,,,,,,,
Q9Y2T3,0,OMOP Exposome,Observation,Substance,Guanine deaminase,,2024-09-14,1,,,,,,,,,
P63096,0,OMOP Exposome,Observation,Substance,Guanine nucleotide-binding protein G(i) subunit alpha-1,,2024-09-14,1,,,,,,,,,
P04899,0,OMOP Exposome,Observation,Substance,Guanine nucleotide-binding protein G(i) subunit alpha-2,,2024-09-14,1,,,,,,,,,
P59768,0,OMOP Exposome,Observation,Substance,Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-2,,2024-09-14,1,,,,,,,,,
P09471,0,OMOP Exposome,Observation,Substance,Guanine nucleotide-binding protein G(o) subunit alpha,,2024-09-14,1,,,,,,,,,
P50148,0,OMOP Exposome,Observation,Substance,Guanine nucleotide-binding protein G(q) subunit alpha,,2024-09-14,1,,,,,,,,,
P63092,0,OMOP Exposome,Observation,Substance,Guanine nucleotide-binding protein G(s) subunit alpha isoforms short,,2024-09-14,1,,,,,,,,,
Q5JWF2,0,OMOP Exposome,Observation,Substance,Guanine nucleotide-binding protein G(s) subunit alpha isoforms XLas,,2024-09-14,1,,,,,,,,,
P11488,0,OMOP Exposome,Observation,Substance,Guanine nucleotide-binding protein G(t) subunit alpha-1,,2024-09-14,1,,,,,,,,,
P19087,0,OMOP Exposome,Observation,Substance,Guanine nucleotide-binding protein G(t) subunit alpha-2,,2024-09-14,1,,,,,,,,,
A8MTJ3,0,OMOP Exposome,Observation,Substance,Guanine nucleotide-binding protein G(t) subunit alpha-3,,2024-09-14,1,,,,,,,,,
Q03113,0,OMOP Exposome,Observation,Substance,Guanine nucleotide-binding protein subunit alpha-12,,2024-09-14,1,,,,,,,,,
Q14344,0,OMOP Exposome,Observation,Substance,Guanine nucleotide-binding protein subunit alpha-13,,2024-09-14,1,,,,,,,,,
P30679,0,OMOP Exposome,Observation,Substance,Guanine nucleotide-binding protein subunit alpha-15,,2024-09-14,1,,,,,,,,,
GIS1008945,0,OMOP Exposome,Observation,Substance,Gut,,2024-09-14,1,,,,,,,,,
86-50-0,0,OMOP Exposome,Observation,Substance,Guthion,"Dimethyl dithiophosphoric acid N-methylbenzazimidyl ester; 3-(Mercaptomethyl)-1,2,3-benzotriazin-4(3H)-one, O,O-dimethyl phosphorodithioate; Azimil; Azinfos-methyl; Azinophos-methyl; Azinphos; Azinphos methyl; Azinphos methyl mixture; Azinphos-me; Azinphos-metile; Azinphosmethyl; Beetle buster; Benzotriazinedithiophosphoric acid dimethoxy ester; Carfene; Cotneon; Cotnion; Cotnion methyl; Crysthyon; Dimethyldithiophosphoric acid N-methylbenzazimide ester; Go thnion; Gothnion; Gusathion; Gusathion methyl; Gusthion m; Guthion (azinphos-methyl); Guthion mixture; Guthion(r); Guthion, gusation; Gution; Metazintox; Methyl azinphos; Methyl gusathion; Methyl guthion; Methylazinphos; Methylgusathion; Methyltriazotin; Metiltriazotion; N-Methylbenzazimide, dimethyl dithiophosphoric acid ester; N-methylbenzazimide, dimethyldithiophosphoric acid ester; Nitrinal; O,O-Dimethyl S-(3,4-dihydro-4-keto-1,2,3-benzotriazinyl-3-methyl) dithiophosphate; O,O-dimethyl S-(be nzaziminomethyl) dithiophosphate; O,O-dimethyl S-(benzaziminomethyl) dithiophosphate; O,O-Dimethyl S-(4-oxo-1,2,3-benzotriazin-3(4H)-yl)methyl dithiophosphate; O,O-Dimethyl-S-(4-oxobenzotriazin-3-methyl)-dithiophosphat; O,O-dimethyl-s-(benzaziminomethyl) dithiophosphate; Phosphorodithioic acid, O,O-dimethyl S-((4-oxo-1,2,3-benzotriazin-3(4H)-yl)methyl) ester; Zinphos methyl; CHEBI:2953",2014-12-24,1,,,,,,,,,
173792-58-0,0,OMOP Exposome,Observation,Substance,Gymnodimine,,2014-12-24,1,,,,,,,,,
16568-02-8,0,OMOP Exposome,Observation,Substance,Gyromitrin,"Acetaldehyde, N-formyl-N-methylhydrazone; Acetaldehyde N-formyl-N-methylhydrazone; N'--Ethylidene-N-methylformic hydrazide; N'-(1E)-Ethylidene-N-methylformic hydrazide; N'-Ethylidene-N-methylformohydrazide; Ethylidenemethylhydrazinecarboxaldehyde, 9CI; N'-Ethylidene-N-methylformic hydrazide; N'-Ethylidene-N-formyl-N-methylhydrazine; Acetaldehyde N-methyl-N-formylhydrazone; Acetaldehyde N-methylformylhydrazone; Acetaldehyde-N-formyl-N-methylhydrazone; Acetaldehyde-N-methyl-N-formylhydrazone; Acetylaldehyde-N-methyl-N-formylhydrazone; N-Methyl-N-formylhydrazone acetaldehyde; N-Methyl-N-formyl hydrazone of acetaldehyde; Ethylidenemethyl-Hydrazinecarboxaldehyde; Ethylidenemethyl-Hydrazine carboxyaldehyde; Ethylidenemethyl-Hydrazine carboxaldehyde; Acetaldehyde formylmethylhydrazone; Hydrazinecarboxaldehyde, ethylidenemethyl- (9CI); Cetaldehyde methylformylhydrazone; Ethylidene gyromitrin; Formic acid, ethylidenemethylhydrazide; Formic acid, 2-ethylidene-1-methylhydrazide; Formic acid 2-ethylidene-1-methylhydrazide; Acetaldehyde methylformylhydrazone; CHEBI:5583",2014-12-24,1,,,,,,,,,
P51790,0,OMOP Exposome,Observation,Substance,H(+)/Cl(-) exchange transporter 3,,2024-09-14,1,,,,,,,,,
P51793,0,OMOP Exposome,Observation,Substance,H(+)/Cl(-) exchange transporter 4,,2024-09-14,1,,,,,,,,,
P51795,0,OMOP Exposome,Observation,Substance,H(+)/Cl(-) exchange transporter 5,,2024-09-14,1,,,,,,,,,
P51798,0,OMOP Exposome,Observation,Substance,H(+)/Cl(-) exchange transporter 7,,2024-09-14,1,,,,,,,,,
