source_code,source_concept_id,source_vocabulary_id,source_description,relationship_id,predicate_id,confidence,target_concept_id,target_concept_name,target_vocabulary_id,target_domain_id,decision,review_date,reviewer_name,reviewer_specialty,reviewer_comment,orcid_id,reviewer_affiliation_name,status,author_comment,change_required
GIS1003345,0,OMOP Exposome,ABCC6 (MRP6),Maps to,skos:exactMatch,1,35947420,ABCC6 (ATP binding cassette subfamily C member 6) gene variant measurement,OMOP Genomic,Measurement,1,,,,,,,,,
GIS1003346,0,OMOP Exposome,"ABCG2 (BCRP, MXR)",Maps to,skos:exactMatch,1,35961136,ABCG2 (ATP binding cassette subfamily G member 2 (Junior blood group)) gene variant measurement,OMOP Genomic,Measurement,1,,,,,,,,,
GIS1003348,0,OMOP Exposome,Abortifacient Agent,Has relat context,skos:relatedMatch,1,4284101,Abortifacient agent,SNOMED,Drug,1,,,,,,,,,
53597-23-2,0,OMOP Exposome,Abrin-a,Has relat context,skos:relatedMatch,1,4033576,rRNA N-glycosylase,SNOMED,Drug,1,,,,,,,,,
77337-76-9,0,OMOP Exposome,Acamprosate,Maps to,skos:exactMatch,1,19043959,acamprosate,RxNorm,Drug,1,,,,,,,,,
GIS1003355,0,OMOP Exposome,Acaricide,Maps to,skos:exactMatch,1,35622372,Acaricide,SNOMED,Observation,1,,,,,,,,,
83-32-9,0,OMOP Exposome,Acenaphthene,Maps to,skos:exactMatch,1,36862405,ACENAPHTHENE,RxNorm Extension,Drug,1,,,,,,,,,
152-72-7,0,OMOP Exposome,Acenocoumarol,Maps to,skos:exactMatch,1,19024063,acenocoumarol,RxNorm,Drug,1,,,,,,,,,
30560-19-1,0,OMOP Exposome,Acephate,Has relat context,skos:relatedMatch,1,4053849,Acephate,SNOMED,Drug,1,,,,,,,,,
75-07-0,0,OMOP Exposome,Acetaldehyde,Maps to,skos:exactMatch,1,42898262,acetaldehyde,RxNorm,Drug,1,,,,,,,,,
60-35-5,0,OMOP Exposome,Acetamide,Maps to,skos:exactMatch,1,739711,acetamide,RxNorm,Drug,1,,,,,,,,,
103-90-2,0,OMOP Exposome,Acetaminophen,Maps to,skos:exactMatch,1,1125315,acetaminophen,RxNorm,Drug,1,,,,,,,,,
97-44-9,0,OMOP Exposome,Acetarsol,Maps to,skos:exactMatch,1,36878773,Acetarsol,RxNorm Extension,Drug,1,,,,,,,,,
64-19-7,0,OMOP Exposome,Acetic acid,Maps to,skos:exactMatch,1,929549,acetic acid,RxNorm,Drug,1,,,,,,,,,
34256-82-1,0,OMOP Exposome,Acetochlor,Maps to,skos:exactMatch,1,45770972,Harness,SNOMED,Device,1,,,,,,,,,
67-64-1,0,OMOP Exposome,Acetone,Maps to,skos:exactMatch,1,19032614,acetone,RxNorm,Drug,1,,,,,,,,,
75-05-8,0,OMOP Exposome,Acetonitrile,Has relat context,skos:relatedMatch,1,4066020,Acetonitrile,SNOMED,Drug,1,,,,,,,,,
P24752,0,OMOP Exposome,"Acetyl-CoA acetyltransferase, mitochondrial",Has relat context,skos:relatedMatch,1,4204994,Acetyl-coenzyme A C-acetyltransferase,SNOMED,Drug,1,,,,,,,,,
Q9NR19,0,OMOP Exposome,"Acetyl-coenzyme A synthetase, cytoplasmic",Has relat context,skos:relatedMatch,1,4248862,Acetate-CoA ligase,SNOMED,Drug,1,,,,,,,,,
P22303,0,OMOP Exposome,Acetylcholinesterase,Maps to,skos:exactMatch,1,19018636,acetylcholinesterase,RxNorm,Drug,1,,,,,,,,,
1934-21-0,0,OMOP Exposome,Acid yellow 23,Maps to,skos:exactMatch,1,4066108,Tartrazine stain,SNOMED,Observation,1,,,,,,,,,
Q6ZQY3,0,OMOP Exposome,Acidic amino acid decarboxylase GADL1,Has relat context,skos:relatedMatch,1,4049766,Aspartate 1-decarboxylase,SNOMED,Drug,1,,,,,,,,,
Q99798,0,OMOP Exposome,"Aconitate hydratase, mitochondrial",Has relat context,skos:relatedMatch,1,4184279,Aconitate hydratase,SNOMED,Drug,1,,,,,,,,,
302-27-2,0,OMOP Exposome,Aconitine,Maps to,skos:exactMatch,1,44507446,aconitine,RxNorm,Drug,1,,,,,,,,,
260-94-6,0,OMOP Exposome,Acridine,Has relat context,skos:relatedMatch,1,4186033,Acridine,SNOMED,Drug,1,,,,,,,,,
101007-06-1,0,OMOP Exposome,Acrinathrin,Maps to,skos:exactMatch,1,36860883,ACRINATHRIN,RxNorm Extension,Drug,1,,,,,,,,,
107-02-8,0,OMOP Exposome,Acrolein,Has relat context,skos:relatedMatch,1,4311946,Acrolein,SNOMED,Drug,1,,,,,,,,,
GIS1003357,0,OMOP Exposome,Acrosome,Maps to,skos:exactMatch,1,4147684,Lysosome of male germ cell,SNOMED,Spec Anatomic Site,1,,,,,,,,,
1979-06-01,0,OMOP Exposome,Acrylamide,Maps to,skos:exactMatch,1,43013347,acrylamide,RxNorm,Drug,1,,,,,,,,,
107-13-1,0,OMOP Exposome,Acrylonitrile,Has relat context,skos:relatedMatch,1,4271299,Acrylonitrile,SNOMED,Drug,1,,,,,,,,,
14952-40-0,0,OMOP Exposome,Actinium-227,Maps to,skos:exactMatch,1,4140209,Actinium-227,SNOMED,Observation,1,,,,,,,,,
578-94-9,0,OMOP Exposome,Adamsite,Has relat context,skos:relatedMatch,1,4178427,Adamsite,SNOMED,Drug,1,,,,,,,,,
106685-40-9,0,OMOP Exposome,Adapalene,Maps to,skos:exactMatch,1,981774,adapalene,RxNorm,Drug,1,,,,,,,,,
73-24-5,0,OMOP Exposome,Adenine,Maps to,skos:exactMatch,1,19071966,adenine,RxNorm,Drug,1,,,,,,,,,
58-61-7,0,OMOP Exposome,Adenosine,Maps to,skos:exactMatch,1,1309204,adenosine,RxNorm,Drug,1,,,,,,,,,
GIS1003363,0,OMOP Exposome,Adenosine Deaminase Inhibitor,Maps to,skos:exactMatch,1,36684279,Adenosine deaminase inhibitor,SNOMED,Observation,1,,,,,,,,,
56-65-5,0,OMOP Exposome,Adenosine triphosphate,Maps to,skos:exactMatch,1,19015230,adenosine triphosphate,RxNorm,Drug,1,,,,,,,,,
13870-90-1,0,OMOP Exposome,Adenosylcobalamin,Maps to,skos:exactMatch,1,19048026,cobamamide,RxNorm,Drug,1,,,,,,,,,
P00568,0,OMOP Exposome,Adenylate kinase isoenzyme 1,Has relat context,skos:relatedMatch,1,4049662,Adenylate kinase,SNOMED,Drug,1,,,,,,,,,
GIS1003366,0,OMOP Exposome,Adipose Tissue,Maps to,skos:exactMatch,1,4210045,Adipose tissue,SNOMED,Spec Anatomic Site,1,,,,,,,,,
GIS1003367,0,OMOP Exposome,Adjuvant,Maps to,skos:exactMatch,1,4237840,Pesticide adjuvant,SNOMED,Observation,1,,,,,,,,,
GIS1003368,0,OMOP Exposome,Adrenal Cortex,Maps to,skos:exactMatch,1,4288477,Adrenal cortex structure,SNOMED,Spec Anatomic Site,1,,,,,,,,,
GIS1003369,0,OMOP Exposome,Adrenal Gland,Maps to,skos:exactMatch,1,4051774,Adrenal structure,SNOMED,Spec Anatomic Site,1,,,,,,,,,
GIS1003372,0,OMOP Exposome,Adrenal Medulla,Maps to,skos:exactMatch,1,4242540,Adrenal medulla structure,SNOMED,Spec Anatomic Site,1,,,,,,,,,
GIS1003373,0,OMOP Exposome,Adrenergic Agent,Has relat context,skos:relatedMatch,1,40337374,Adrenergic agent,SNOMED,Observation,1,,,,,,,,,
GIS1003383,0,OMOP Exposome,Adrenergic Uptake Inhibitor,Maps to,skos:exactMatch,1,36684324,Adrenergic uptake inhibitor,SNOMED,Observation,1,,,,,,,,,
1162-65-8,0,OMOP Exposome,Aflatoxin B1,Maps to,skos:exactMatch,1,37498968,aflatoxin B1,RxNorm,Drug,1,,,,,,,,,
1165-39-5,0,OMOP Exposome,Aflatoxin G,Maps to,skos:exactMatch,1,4276334,Aflatoxin G,SNOMED,Observation,1,,,,,,,,,
70553-75-2,0,OMOP Exposome,Aflatrem,Maps to,skos:exactMatch,1,4231529,Aflatrem,SNOMED,Observation,1,,,,,,,,,
15972-60-8,0,OMOP Exposome,Alachlor,Maps to,skos:exactMatch,1,37117929,Alachlor,SNOMED,Observation,1,,,,,,,,,
Q9BYV1,0,OMOP Exposome,"Alanine--glyoxylate aminotransferase 2, mitochondrial",Has relat context,skos:relatedMatch,1,4101755,Alanine-glyoxylate aminotransferase,SNOMED,Drug,1,,,,,,,,,
P49588,0,OMOP Exposome,"Alanine--tRNA ligase, cytoplasmic",Has relat context,skos:relatedMatch,1,4287100,Alanine-tRNA ligase,SNOMED,Drug,1,,,,,,,,,
Q5JTZ9,0,OMOP Exposome,"Alanine--tRNA ligase, mitochondrial",Has relat context,skos:relatedMatch,1,4287100,Alanine-tRNA ligase,SNOMED,Drug,1,,,,,,,,,
54965-21-8,0,OMOP Exposome,Albendazole,Maps to,skos:exactMatch,1,1753745,albendazole,RxNorm,Drug,1,,,,,,,,,
P14550,0,OMOP Exposome,Alcohol dehydrogenase [NADP(+)],Has relat context,skos:relatedMatch,1,4262966,Aldehyde reductase,SNOMED,Drug,1,,,,,,,,,
P40394,0,OMOP Exposome,Alcohol dehydrogenase class 4 mu/sigma chain,Has relat context,skos:relatedMatch,1,4274195,Retinol dehydrogenase,SNOMED,Drug,1,,,,,,,,,
23214-96-2,0,OMOP Exposome,Alcuronium,Maps to,skos:exactMatch,1,19056758,alcuronium,RxNorm,Drug,1,,,,,,,,,
Q04828,0,OMOP Exposome,Aldo-keto reductase family 1 member C1,Has relat context,skos:relatedMatch,1,4032021,20-alpha-hydroxysteroid dehydrogenase,SNOMED,Drug,1,,,,,,,,,
P52895,0,OMOP Exposome,Aldo-keto reductase family 1 member C2,Has relat context,skos:relatedMatch,1,4031394,Chlordecone reductase,SNOMED,Drug,1,,,,,,,,,
P42330,0,OMOP Exposome,Aldo-keto reductase family 1 member C3,Has relat context,skos:relatedMatch,1,4189609,Prostaglandin group F,SNOMED,Drug,1,,,,,,,,,
P17516,0,OMOP Exposome,Aldo-keto reductase family 1 member C4,Has relat context,skos:relatedMatch,1,4031394,Chlordecone reductase,SNOMED,Drug,1,,,,,,,,,
P15121,0,OMOP Exposome,Aldose reductase,Has relat context,skos:relatedMatch,1,4262966,Aldehyde reductase,SNOMED,Drug,1,,,,,,,,,
1646-88-4,0,OMOP Exposome,Aldoxycarb,Has relat context,skos:relatedMatch,1,37110996,Aldoxycarb,SNOMED,Drug,1,,,,,,,,,
309-00-2,0,OMOP Exposome,Aldrin,Has relat context,skos:relatedMatch,1,4125719,Aldrin,SNOMED,Drug,1,,,,,,,,,
66376-36-1,0,OMOP Exposome,Alendronic acid,Maps to,skos:exactMatch,1,1557272,alendronate,RxNorm,Drug,1,,,,,,,,,
71195-58-9,0,OMOP Exposome,Alfentanil,Maps to,skos:exactMatch,1,19059528,alfentanil,RxNorm,Drug,1,,,,,,,,,
GIS1003393,0,OMOP Exposome,Alkylating Agent,Subsumes,skos:narrowMatch,1,1301267,melphalan,RxNorm,Drug,1,,,,,,,,,
GIS1003393,0,OMOP Exposome,Alkylating Agent,Subsumes,skos:narrowMatch,1,1310317,cyclophosphamide,RxNorm,Drug,1,,,,,,,,,
GIS1003393,0,OMOP Exposome,Alkylating Agent,Subsumes,skos:narrowMatch,1,1311409,dacarbazine,RxNorm,Drug,1,,,,,,,,,
GIS1003393,0,OMOP Exposome,Alkylating Agent,Subsumes,skos:narrowMatch,1,1333357,busulfan,RxNorm,Drug,1,,,,,,,,,
GIS1003393,0,OMOP Exposome,Alkylating Agent,Subsumes,skos:narrowMatch,1,1341149,temozolomide,RxNorm,Drug,1,,,,,,,,,
GIS1003393,0,OMOP Exposome,Alkylating Agent,Subsumes,skos:narrowMatch,1,1350066,carmustine,RxNorm,Drug,1,,,,,,,,,
GIS1003393,0,OMOP Exposome,Alkylating Agent,Subsumes,skos:narrowMatch,1,1390051,chlorambucil,RxNorm,Drug,1,,,,,,,,,
GIS1003393,0,OMOP Exposome,Alkylating Agent,Subsumes,skos:narrowMatch,1,1391846,lomustine,RxNorm,Drug,1,,,,,,,,,
GIS1003393,0,OMOP Exposome,Alkylating Agent,Subsumes,skos:narrowMatch,1,1394337,mechlorethamine,RxNorm,Drug,1,,,,,,,,,
GIS1003393,0,OMOP Exposome,Alkylating Agent,Subsumes,skos:narrowMatch,1,19006880,uracil mustard,RxNorm,Drug,1,,,,,,,,,
GIS1003393,0,OMOP Exposome,Alkylating Agent,Subsumes,skos:narrowMatch,1,19015523,bendamustine,RxNorm,Drug,1,,,,,,,,,
GIS1003393,0,OMOP Exposome,Alkylating Agent,Subsumes,skos:narrowMatch,1,19042545,treosulfan,RxNorm,Drug,1,,,,,,,,,
GIS1003393,0,OMOP Exposome,Alkylating Agent,Subsumes,skos:narrowMatch,1,19046625,pipobroman,RxNorm,Drug,1,,,,,,,,,
GIS1003393,0,OMOP Exposome,Alkylating Agent,Subsumes,skos:narrowMatch,1,19078187,ifosfamide,RxNorm,Drug,1,,,,,,,,,
GIS1003393,0,OMOP Exposome,Alkylating Agent,Subsumes,skos:narrowMatch,1,19101677,trofosfamide,RxNorm,Drug,1,,,,,,,,,
GIS1003393,0,OMOP Exposome,Alkylating Agent,Subsumes,skos:narrowMatch,1,19104221,ethoglucid,RxNorm,Drug,1,,,,,,,,,
GIS1003393,0,OMOP Exposome,Alkylating Agent,Subsumes,skos:narrowMatch,1,19125635,mitobronitol,RxNorm,Drug,1,,,,,,,,,
GIS1003393,0,OMOP Exposome,Alkylating Agent,Subsumes,skos:narrowMatch,1,19135793,prednimustine,RxNorm,Drug,1,,,,,,,,,
GIS1003393,0,OMOP Exposome,Alkylating Agent,Subsumes,skos:narrowMatch,1,19136210,streptozocin,RxNorm,Drug,1,,,,,,,,,
GIS1003393,0,OMOP Exposome,Alkylating Agent,Subsumes,skos:narrowMatch,1,19137385,thiotepa,RxNorm,Drug,1,,,,,,,,,
GIS1003393,0,OMOP Exposome,Alkylating Agent,Subsumes,skos:narrowMatch,1,35197850,ranimustine,RxNorm Extension,Drug,1,,,,,,,,,
GIS1003393,0,OMOP Exposome,Alkylating Agent,Subsumes,skos:narrowMatch,1,35197924,nimustine hydrochloride,RxNorm Extension,Drug,1,,,,,,,,,
GIS1003393,0,OMOP Exposome,Alkylating Agent,Subsumes,skos:narrowMatch,1,35884368,Simustine,RxNorm Extension,Drug,1,,,,,,,,,
GIS1003393,0,OMOP Exposome,Alkylating Agent,Subsumes,skos:narrowMatch,1,36879099,Fotemustine,RxNorm Extension,Drug,1,,,,,,,,,
GIS1003393,0,OMOP Exposome,Alkylating Agent,Subsumes,skos:narrowMatch,1,40799155,Triaziquone,RxNorm Extension,Drug,1,,,,,,,,,
97-59-6,0,OMOP Exposome,Allantoin,Maps to,skos:exactMatch,1,966376,allantoin,RxNorm,Drug,1,,,,,,,,,
584-79-2,0,OMOP Exposome,Allethrin,Maps to,skos:exactMatch,1,19113031,allethrin,RxNorm,Drug,1,,,,,,,,,
315-30-0,0,OMOP Exposome,Allopurinol,Maps to,skos:exactMatch,1,1167322,allopurinol,RxNorm,Drug,1,,,,,,,,,
25956-17-6,0,OMOP Exposome,Allura red AC,Maps to,skos:exactMatch,1,763549,FD and C red 40,SNOMED,Observation,1,,,,,,,,,
57-06-7,0,OMOP Exposome,Allyl isothiocyanate,Maps to,skos:exactMatch,1,40798622,Allyl Isothiocyanate,RxNorm Extension,Drug,1,,,,,,,,,
181183-52-8,0,OMOP Exposome,Almotriptan,Maps to,skos:exactMatch,1,1103552,almotriptan,RxNorm,Drug,1,,,,,,,,,
463-40-1,0,OMOP Exposome,Alpha-Linolenic Acid,Maps to,skos:exactMatch,1,19122135,linolenate,RxNorm,Drug,1,,,,,,,,,
Q16706,0,OMOP Exposome,Alpha-mannosidase 2,Has relat context,skos:relatedMatch,1,4033467,Alpha-mannosidase,SNOMED,Drug,1,,,,,,,,,
P49641,0,OMOP Exposome,Alpha-mannosidase 2x,Has relat context,skos:relatedMatch,1,4033467,Alpha-mannosidase,SNOMED,Drug,1,,,,,,,,,
59-02-9,0,OMOP Exposome,Alpha-Tocopherol,Maps to,skos:exactMatch,1,19056802,alpha tocopherol,RxNorm,Drug,1,,,,,,,,,
GIS1003445,0,OMOP Exposome,Alpha-toxin (Clostridium perfringens),Has relat context,skos:relatedMatch,1,4022733,Clostridium perfringens alpha toxin,SNOMED,Drug,1,,,,,,,,,
28981-97-7,0,OMOP Exposome,Alprazolam,Maps to,skos:exactMatch,1,781039,alprazolam,RxNorm,Drug,1,,,,,,,,,
105857-23-6,0,OMOP Exposome,Alteplase,Maps to,skos:exactMatch,1,1347450,alteplase,RxNorm,Drug,1,,,,,,,,,
19022-77-6,0,OMOP Exposome,Aluminium acetoacetate,Maps to,skos:exactMatch,1,36852599,ALUMINUM ACETOACETATE,RxNorm Extension,Drug,1,,,,,,,,,
7446-70-0,0,OMOP Exposome,Aluminium chloride,Maps to,skos:exactMatch,1,957393,aluminum chloride,RxNorm,Drug,1,,,,,,,,,
1327-41-9,0,OMOP Exposome,Aluminium chlorohydrate,Maps to,skos:exactMatch,1,19030673,aluminum chlorohydrate,RxNorm,Drug,1,,,,,,,,,
21645-51-2,0,OMOP Exposome,Aluminium hydroxide,Maps to,skos:exactMatch,1,985247,aluminum hydroxide,RxNorm,Drug,1,,,,,,,,,
7047-84-9,0,OMOP Exposome,Aluminium monostearate,Maps to,skos:exactMatch,1,19112525,aluminum stearate,RxNorm,Drug,1,,,,,,,,,
7784-30-7,0,OMOP Exposome,Aluminium phosphate,Maps to,skos:exactMatch,1,19030675,aluminum phosphate,RxNorm,Drug,1,,,,,,,,,
1335-30-4,0,OMOP Exposome,Aluminium silicate,Maps to,skos:exactMatch,1,43012256,aluminum silicate,RxNorm,Drug,1,,,,,,,,,
10043-01-3,0,OMOP Exposome,Aluminium sulfate,Maps to,skos:exactMatch,1,19030692,aluminum sulfate,RxNorm,Drug,1,,,,,,,,,
12004-36-3,0,OMOP Exposome,Aluminium(I) oxide,Maps to,skos:exactMatch,1,19123348,aluminum oxide,RxNorm,Drug,1,,,,,,,,,
1344-28-1,0,OMOP Exposome,Aluminium(III) oxide,Has relat context,skos:relatedMatch,1,4298176,Aluminum oxide ore,SNOMED,Drug,1,,,,,,,,,
7429-90-5,0,OMOP Exposome,Aluminum,Maps to,skos:exactMatch,1,42898412,aluminum,RxNorm,Drug,1,,,,,,,,,
7784-25-0,0,OMOP Exposome,Aluminum ammonium sulfate,Maps to,skos:exactMatch,1,35201416,"alum, ammonium",RxNorm,Drug,1,,,,,,,,,
GIS1003453,0,OMOP Exposome,Aluminum Compound,Has relat context,skos:relatedMatch,1,35624396,Aluminum and/or aluminum compound,SNOMED,Drug,1,,,,,,,,,
300-92-5,0,OMOP Exposome,Aluminum distearate,Maps to,skos:exactMatch,1,42898266,aluminum distearate,RxNorm,Drug,1,,,,,,,,,
555-35-1,0,OMOP Exposome,Aluminum palmitate,Maps to,skos:exactMatch,1,43014178,palmitate,RxNorm,Drug,1,,,,,,,,,
139-12-8,0,OMOP Exposome,Aluminum triacetate,Has relat context,skos:relatedMatch,1,4305562,Anthralin triacetate,SNOMED,Drug,1,,,,,,,,,
768-94-5,0,OMOP Exposome,Amantadine,Maps to,skos:exactMatch,1,19087090,amantadine,RxNorm,Drug,1,,,,,,,,,
7648-98-8,0,OMOP Exposome,Ambenonium,Maps to,skos:exactMatch,1,787362,ambenonium,RxNorm,Drug,1,,,,,,,,,
GIS1003454,0,OMOP Exposome,Amebicide,Maps to,skos:exactMatch,1,35622992,Amebicide,SNOMED,Observation,1,,,,,,,,,
7440-35-9,0,OMOP Exposome,Americium,Maps to,skos:exactMatch,1,4230626,Americium,SNOMED,Observation,1,,,,,,,,,
86954-36-1,0,OMOP Exposome,Americium-241,Maps to,skos:exactMatch,1,4174269,Americium-241,SNOMED,Observation,1,,,,,,,,,
Q06203,0,OMOP Exposome,Amidophosphoribosyltransferase,Has relat context,skos:relatedMatch,1,4178430,Amidophosphoribosyltransferase,SNOMED,Drug,1,,,,,,,,,
542-32-5,0,OMOP Exposome,Aminoadipic acid,Maps to,skos:exactMatch,1,4318233,Alpha-aminoadipic acid,SNOMED,Observation,1,,,,,,,,,
125-84-8,0,OMOP Exposome,Aminoglutethimide,Maps to,skos:exactMatch,1,1503057,aminoglutethimide,RxNorm,Drug,1,,,,,,,,,
54-62-6,0,OMOP Exposome,Aminopterin,Maps to,skos:exactMatch,1,44506771,aminopterin,RxNorm,Drug,1,,,,,,,,,
1951-25-3,0,OMOP Exposome,Amiodarone,Maps to,skos:exactMatch,1,1309944,amiodarone,RxNorm,Drug,1,,,,,,,,,
33089-61-1,0,OMOP Exposome,Amitraz,Maps to,skos:exactMatch,1,40170322,amitraz,RxNorm,Drug,1,,,,,,,,,
50-48-6,0,OMOP Exposome,Amitriptyline,Maps to,skos:exactMatch,1,710062,amitriptyline,RxNorm,Drug,1,,,,,,,,,
7664-41-7,0,OMOP Exposome,Ammonia,Maps to,skos:exactMatch,1,42800417,ammonia,RxNorm,Drug,1,,,,,,,,,
12124-97-9,0,OMOP Exposome,Ammonium bromide,Maps to,skos:exactMatch,1,42903613,ammonium bromide,RxNorm,Drug,1,,,,,,,,,
6484-52-2,0,OMOP Exposome,Ammonium nitrate,Maps to,skos:exactMatch,1,44012501,Ammonium Nitrate,RxNorm Extension,Drug,1,,,,,,,,,
57-43-2,0,OMOP Exposome,Amobarbital,Maps to,skos:exactMatch,1,712757,amobarbital,RxNorm,Drug,1,,,,,,,,,
14028-44-5,0,OMOP Exposome,Amoxapine,Maps to,skos:exactMatch,1,713109,amoxapine,RxNorm,Drug,1,,,,,,,,,
300-62-9,0,OMOP Exposome,Amphetamine,Maps to,skos:exactMatch,1,714785,amphetamine,RxNorm,Drug,1,,,,,,,,,
161814-49-9,0,OMOP Exposome,Amprenavir,Maps to,skos:exactMatch,1,1789428,amprenavir,RxNorm,Drug,1,,,,,,,,,
51264-14-3,0,OMOP Exposome,Amsacrine,Maps to,skos:exactMatch,1,19017810,amsacrine,RxNorm,Drug,1,,,,,,,,,
29883-15-6,0,OMOP Exposome,Amygdalin,Maps to,skos:exactMatch,1,43525788,amygdalin,RxNorm,Drug,1,,,,,,,,,
13078-04-1,0,OMOP Exposome,Anabasine,Maps to,skos:exactMatch,1,36859235,ANABASINE,RxNorm Extension,Drug,1,,,,,,,,,
GIS1003464,0,OMOP Exposome,Analgesic,Subsumes,skos:narrowMatch,1,923829,opium,RxNorm,Drug,1,,,,,,,,,
GIS1003464,0,OMOP Exposome,Analgesic,Subsumes,skos:narrowMatch,1,964407,salicylic acid,RxNorm,Drug,1,,,,,,,,,
GIS1003464,0,OMOP Exposome,Analgesic,Subsumes,skos:narrowMatch,1,1036059,antipyrine,RxNorm,Drug,1,,,,,,,,,
GIS1003464,0,OMOP Exposome,Analgesic,Subsumes,skos:narrowMatch,1,1037005,dronabinol,RxNorm,Drug,1,,,,,,,,,
GIS1003464,0,OMOP Exposome,Analgesic,Subsumes,skos:narrowMatch,1,1102527,meperidine,RxNorm,Drug,1,,,,,,,,,
GIS1003464,0,OMOP Exposome,Analgesic,Subsumes,skos:narrowMatch,1,1103314,tramadol,RxNorm,Drug,1,,,,,,,,,
GIS1003464,0,OMOP Exposome,Analgesic,Subsumes,skos:narrowMatch,1,1103552,almotriptan,RxNorm,Drug,1,,,,,,,,,
GIS1003464,0,OMOP Exposome,Analgesic,Subsumes,skos:narrowMatch,1,1103640,methadone,RxNorm,Drug,1,,,,,,,,,
GIS1003464,0,OMOP Exposome,Analgesic,Subsumes,skos:narrowMatch,1,1106740,methysergide,RxNorm,Drug,1,,,,,,,,,
GIS1003464,0,OMOP Exposome,Analgesic,Subsumes,skos:narrowMatch,1,1110410,morphine,RxNorm,Drug,1,,,,,,,,,
GIS1003464,0,OMOP Exposome,Analgesic,Subsumes,skos:narrowMatch,1,1112807,aspirin,RxNorm,Drug,1,,,,,,,,,
GIS1003464,0,OMOP Exposome,Analgesic,Subsumes,skos:narrowMatch,1,1114122,nalbuphine,RxNorm,Drug,1,,,,,,,,,
GIS1003464,0,OMOP Exposome,Analgesic,Subsumes,skos:narrowMatch,1,1116031,zolmitriptan,RxNorm,Drug,1,,,,,,,,,
GIS1003464,0,OMOP Exposome,Analgesic,Subsumes,skos:narrowMatch,1,1118117,naratriptan,RxNorm,Drug,1,,,,,,,,,
GIS1003464,0,OMOP Exposome,Analgesic,Subsumes,skos:narrowMatch,1,1124957,oxycodone,RxNorm,Drug,1,,,,,,,,,
GIS1003464,0,OMOP Exposome,Analgesic,Subsumes,skos:narrowMatch,1,1125315,acetaminophen,RxNorm,Drug,1,,,,,,,,,
GIS1003464,0,OMOP Exposome,Analgesic,Subsumes,skos:narrowMatch,1,1125765,oxymorphone,RxNorm,Drug,1,,,,,,,,,
GIS1003464,0,OMOP Exposome,Analgesic,Subsumes,skos:narrowMatch,1,1126128,diflunisal,RxNorm,Drug,1,,,,,,,,,
GIS1003464,0,OMOP Exposome,Analgesic,Subsumes,skos:narrowMatch,1,1126557,dihydroergotamine,RxNorm,Drug,1,,,,,,,,,
GIS1003464,0,OMOP Exposome,Analgesic,Subsumes,skos:narrowMatch,1,1126658,hydromorphone,RxNorm,Drug,1,,,,,,,,,
GIS1003464,0,OMOP Exposome,Analgesic,Subsumes,skos:narrowMatch,1,1130585,pentazocine,RxNorm,Drug,1,,,,,,,,,
GIS1003464,0,OMOP Exposome,Analgesic,Subsumes,skos:narrowMatch,1,1133201,buprenorphine,RxNorm,Drug,1,,,,,,,,,
GIS1003464,0,OMOP Exposome,Analgesic,Subsumes,skos:narrowMatch,1,1133732,butorphanol,RxNorm,Drug,1,,,,,,,,,
GIS1003464,0,OMOP Exposome,Analgesic,Subsumes,skos:narrowMatch,1,1137460,salsalate,RxNorm,Drug,1,,,,,,,,,
GIS1003464,0,OMOP Exposome,Analgesic,Subsumes,skos:narrowMatch,1,1140643,sumatriptan,RxNorm,Drug,1,,,,,,,,,
GIS1003464,0,OMOP Exposome,Analgesic,Subsumes,skos:narrowMatch,1,1145379,ergotamine,RxNorm,Drug,1,,,,,,,,,
GIS1003464,0,OMOP Exposome,Analgesic,Subsumes,skos:narrowMatch,1,1153664,propoxyphene,RxNorm,Drug,1,,,,,,,,,
GIS1003464,0,OMOP Exposome,Analgesic,Subsumes,skos:narrowMatch,1,1154029,fentanyl,RxNorm,Drug,1,,,,,,,,,
GIS1003464,0,OMOP Exposome,Analgesic,Subsumes,skos:narrowMatch,1,1154077,rizatriptan,RxNorm,Drug,1,,,,,,,,,
GIS1003464,0,OMOP Exposome,Analgesic,Subsumes,skos:narrowMatch,1,1164108,salicylamide,RxNorm,Drug,1,,,,,,,,,
GIS1003464,0,OMOP Exposome,Analgesic,Subsumes,skos:narrowMatch,1,1189458,frovatriptan,RxNorm,Drug,1,,,,,,,,,
GIS1003464,0,OMOP Exposome,Analgesic,Subsumes,skos:narrowMatch,1,1189596,dihydrocodeine,RxNorm,Drug,1,,,,,,,,,
GIS1003464,0,OMOP Exposome,Analgesic,Subsumes,skos:narrowMatch,1,1189697,eletriptan,RxNorm,Drug,1,,,,,,,,,
GIS1003464,0,OMOP Exposome,Analgesic,Subsumes,skos:narrowMatch,1,1195334,choline,RxNorm,Drug,1,,,,,,,,,
GIS1003464,0,OMOP Exposome,Analgesic,Subsumes,skos:narrowMatch,1,1201620,codeine,RxNorm,Drug,1,,,,,,,,,
GIS1003464,0,OMOP Exposome,Analgesic,Subsumes,skos:narrowMatch,1,1398937,clonidine,RxNorm,Drug,1,,,,,,,,,
GIS1003464,0,OMOP Exposome,Analgesic,Subsumes,skos:narrowMatch,1,1510417,cannabidiol,RxNorm,Drug,1,,,,,,,,,
