concept_id,concept_synonym_name,language_concept_id
"2061500366","General|Problem List","4180186"
"2062496298","Fracture of orbital floor, initial encounter for closed fracture","4180186"
"2062496299","Fracture of orbital floor, subsequent encounter for fracture with routine healing","4180186"
"2062496300","Fracture of orbital floor, sequela","4180186"
"2062496301","Fracture of condylar process of mandible, initial encounter for closed fracture","4180186"
"2062496302","Fracture of condylar process of mandible, initial encounter for open fracture","4180186"
"2062496303","Fracture of subcondylar process of mandible, initial encounter for closed fracture","4180186"
"2062496304","Fracture of subcondylar process of mandible, initial encounter for open fracture","4180186"
"2062496305","Fracture of coronoid process of mandible, initial encounter for closed fracture","4180186"
"2062496306","Fracture of ramus of mandible, initial encounter for closed fracture","4180186"
"2062496307","Fracture of ramus of mandible, initial encounter for open fracture","4180186"
"2062496308","Fracture of angle of mandible, initial encounter for closed fracture","4180186"
"2062496309","Fracture of angle of mandible, initial encounter for open fracture","4180186"
"2062496310","Fracture of angle of mandible, subsequent encounter for fracture with nonunion","4180186"
"2062496311","Fracture of alveolus of mandible, initial encounter for closed fracture","4180186"
"2062496312","Fractures of other specified skull and facial bones, initial encounter for closed fracture","4180186"
"2062496313","Fractures of other specified skull and facial bones, initial encounter for open fracture","4180186"
"2062496314","Fractures of other specified skull and facial bones, subsequent encounter for fracture with routine healing","4180186"
"2062496315","Dislocation of jaw, initial encounter","4180186"
"2062496316","Contusion of abdominal wall, initial encounter","4180186"
"2062496317","Contusion of abdominal wall, subsequent encounter","4180186"
"2062496318","Contusion of abdominal wall, sequela","4180186"
"2062496319","Dislocation of distal interphalangeal joint of right thumb, initial encounter","4180186"
"2062496320","Suicide attempt","4180186"
"2062496321","Suicide attempt, initial encounter","4180186"
"2062496322","Gastric contents in pharynx causing asphyxiation, initial encounter","4180186"
"2062496323","Gastric contents in pharynx causing other injury, initial encounter","4180186"
"2062496324","Adverse effect of penicillins, initial encounter","4180186"
"2062496325","Adverse effect of penicillins, subsequent encounter","4180186"
"2062496326","Underdosing of penicillins, initial encounter","4180186"
"2062496327","Underdosing of penicillins, subsequent encounter","4180186"
"2062496328","Adverse effect of cephalosporins and other beta-lactam antibiotics, initial encounter","4180186"
"2062496329","Adverse effect of cephalosporins and other beta-lactam antibiotics, subsequent encounter","4180186"
"2062496330","Underdosing of cephalosporins and other beta-lactam antibiotics, initial encounter","4180186"
"2062496331","Adverse effect of macrolides, initial encounter","4180186"
"2062496332","Underdosing of macrolides, initial encounter","4180186"
"2062496333","Adverse effect of tetracyclines, initial encounter","4180186"
"2062496334","Adverse effect of tetracyclines, subsequent encounter","4180186"
"2062496335","Underdosing of tetracyclines, initial encounter","4180186"
"2062496336","Adverse effect of aminoglycosides, initial encounter","4180186"
"2062496337","Adverse effect of rifampicins, initial encounter","4180186"
"2062496338","Underdosing of rifampicins, initial encounter","4180186"
"2062496339","Adverse effect of antifungal antibiotics, systemically used, initial encounter","4180186"
"2062496340","Underdosing of antifungal antibiotics, systemically used, initial encounter","4180186"
"2062496341","Adverse effect of other systemic antibiotics, initial encounter","4180186"
"2062496342","Adverse effect of other systemic antibiotics, subsequent encounter","4180186"
"2062496343","Underdosing of other systemic antibiotics, initial encounter","4180186"
"2062496344","Adverse effect of unspecified systemic antibiotic, initial encounter","4180186"
"2062496345","Adverse effect of unspecified systemic antibiotic, subsequent encounter","4180186"
"2062496346","Underdosing of unspecified systemic antibiotic, initial encounter","4180186"
"2062496347","Adverse effect of sulfonamides, initial encounter","4180186"
"2062496348","Underdosing of sulfonamides, initial encounter","4180186"
"2062496349","Adverse effect of antimycobacterial drugs, initial encounter","4180186"
"2062496350","Underdosing of antimycobacterial drugs, initial encounter","4180186"
"2062496351","Adverse effect of antimalarials and drugs acting on other blood protozoa, initial encounter","4180186"
"2062496352","Adverse effect of other antiprotozoal drugs, initial encounter","4180186"
"2062496353","Underdosing of other antiprotozoal drugs, initial encounter","4180186"
"2062496354","Adverse effect of anthelminthics, initial encounter","4180186"
"2062496355","Adverse effect of antiviral drugs, initial encounter","4180186"
"2062496356","Adverse effect of antiviral drugs, subsequent encounter","4180186"
"2062496357","Underdosing of antiviral drugs, initial encounter","4180186"
"2062496358","Adverse effect of other specified systemic anti-infectives and antiparasitics, initial encounter","4180186"
"2062496359","Underdosing of other specified systemic anti-infectives and antiparasitics, initial encounter","4180186"
"2062496360","Adverse effect of unspecified systemic anti-infective and antiparasitic, initial encounter","4180186"
"2062496361","Adverse effect of glucocorticoids and synthetic analogues, initial encounter","4180186"
"2062496362","Adverse effect of glucocorticoids and synthetic analogues, subsequent encounter","4180186"
"2062496363","Underdosing of glucocorticoids and synthetic analogues, initial encounter","4180186"
"2062496364","Adverse effect of thyroid hormones and substitutes, initial encounter","4180186"
"2062496365","Underdosing of thyroid hormones and substitutes, initial encounter","4180186"
"2062496366","Underdosing of thyroid hormones and substitutes, subsequent encounter","4180186"
"2062496367","Adverse effect of antithyroid drugs, initial encounter","4180186"
"2062496368","Underdosing of antithyroid drugs, initial encounter","4180186"
"2062496369","Poisoning by insulin and oral hypoglycemic [antidiabetic] drugs, undetermined, initial encounter","4180186"
"2062496370","Adverse effect of insulin and oral hypoglycemic [antidiabetic] drugs, initial encounter","4180186"
"2062496371","Adverse effect of insulin and oral hypoglycemic [antidiabetic] drugs, subsequent encounter","4180186"
"2062496372","Underdosing of insulin and oral hypoglycemic [antidiabetic] drugs, initial encounter","4180186"
"2062496373","Adverse effect of oral contraceptives, initial encounter","4180186"
"2062496374","Adverse effect of other estrogens and progestogens, initial encounter","4180186"
"2062496375","Underdosing of other estrogens and progestogens, initial encounter","4180186"
"2062496376","Adverse effect of antigonadotrophins, antiestrogens, antiandrogens, not elsewhere classified, initial encounter","4180186"
"2062496377","Adverse effect of antigonadotrophins, antiestrogens, antiandrogens, not elsewhere classified, subsequent encounter","4180186"
"2062496378","Underdosing of antigonadotrophins, antiestrogens, antiandrogens, not elsewhere classified, initial encounter","4180186"
"2062496379","Adverse effect of androgens and anabolic congeners, initial encounter","4180186"
"2062496380","Underdosing of androgens and anabolic congeners, initial encounter","4180186"
"2062496381","Adverse effect of unspecified hormones and synthetic substitutes, initial encounter","4180186"
"2062496382","Adverse effect of anterior pituitary [adenohypophyseal] hormones, initial encounter","4180186"
"2062496383","Adverse effect of other hormones and synthetic substitutes, initial encounter","4180186"
"2062496384","Underdosing of other hormones and synthetic substitutes, initial encounter","4180186"
"2062496385","Adverse effect of other hormone antagonists, initial encounter","4180186"
"2062496386","Adverse effect of aspirin, initial encounter","4180186"
"2062496387","Underdosing of aspirin, initial encounter","4180186"
"2062496388","Adverse effect of salicylates, initial encounter","4180186"
"2062496389","Adverse effect of 4-Aminophenol derivatives, initial encounter","4180186"
"2062496390","Adverse effect of 4-Aminophenol derivatives, subsequent encounter","4180186"
"2062496391","Adverse effect of pyrazolone derivatives, initial encounter","4180186"
"2062496392","Adverse effect of propionic acid derivatives, initial encounter","4180186"
"2062496393","Underdosing of propionic acid derivatives, initial encounter","4180186"
"2062496394","Adverse effect of other nonsteroidal anti-inflammatory drugs [NSAID], initial encounter","4180186"
"2062496395","Adverse effect of other nonsteroidal anti-inflammatory drugs [NSAID], subsequent encounter","4180186"
"2062496396","Underdosing of other nonsteroidal anti-inflammatory drugs [NSAID], initial encounter","4180186"
"2062496397","Adverse effect of antirheumatics, not elsewhere classified, initial encounter","4180186"
"2062496398","Adverse effect of antirheumatics, not elsewhere classified, subsequent encounter","4180186"
"2062496399","Underdosing of antirheumatics, not elsewhere classified, initial encounter","4180186"
"2062496400","Adverse effect of other nonopioid analgesics and antipyretics, not elsewhere classified, initial encounter","4180186"
"2062496401","Adverse effect of other nonopioid analgesics and antipyretics, not elsewhere classified, subsequent encounter","4180186"
"2062496402","Underdosing of other nonopioid analgesics and antipyretics, not elsewhere classified, initial encounter","4180186"
"2062496403","Adverse effect of unspecified nonopioid analgesic, antipyretic and antirheumatic, initial encounter","4180186"
"2062496404","Underdosing of unspecified nonopioid analgesic, antipyretic and antirheumatic, initial encounter","4180186"
"2062496405","Adverse effect of opium, initial encounter","4180186"
"2062496406","Underdosing of opium, initial encounter","4180186"
"2062496407","Adverse effect of other opioids, initial encounter","4180186"
"2062496408","Adverse effect of other opioids, subsequent encounter","4180186"
"2062496409","Underdosing of other opioids, initial encounter","4180186"
"2062496410","Adverse effect of methadone, initial encounter","4180186"
"2062496411","Adverse effect of methadone, subsequent encounter","4180186"
"2062496412","Underdosing of methadone, initial encounter","4180186"
"2062496413","Adverse effect of fentanyl or fentanyl analogs, initial encounter","4180186"
"2062496414","Adverse effect of tramadol, initial encounter","4180186"
"2062496415","Adverse effect of other synthetic narcotics, initial encounter","4180186"
"2062496416","Underdosing of other synthetic narcotics, initial encounter","4180186"
"2062496417","Poisoning by other synthetic narcotics, accidental (unintentional), initial encounter","4180186"
"2062496418","Poisoning by other synthetic narcotics, intentional self-harm, initial encounter","4180186"
"2062496419","Poisoning by other synthetic narcotics, intentional self-harm, subsequent encounter","4180186"
"2062496420","Adverse effect of other synthetic narcotics, initial encounter","4180186"
"2062496421","Underdosing of other synthetic narcotics, initial encounter","4180186"
"2062496422","Adverse effect of cocaine, initial encounter","4180186"
"2062496423","Adverse effect of unspecified narcotics, initial encounter","4180186"
"2062496424","Adverse effect of other narcotics, initial encounter","4180186"
"2062496425","Adverse effect of cannabis, initial encounter","4180186"
"2062496426","Poisoning by cannabis (derivatives), accidental (unintentional), initial encounter","4180186"
"2062496427","Poisoning by cannabis (derivatives), accidental (unintentional), subsequent encounter","4180186"
"2062496428","Poisoning by cannabis (derivatives), intentional self-harm, initial encounter","4180186"
"2062496429","Poisoning by cannabis (derivatives), undetermined, initial encounter","4180186"
"2062496430","Adverse effect of cannabis (derivatives), initial encounter","4180186"
"2062496431","Underdosing of cannabis (derivatives), initial encounter","4180186"
"2062496432","Poisoning by inhaled anesthetics, accidental (unintentional), initial encounter","4180186"
"2062496433","Adverse effect of inhaled anesthetics, initial encounter","4180186"
"2062496434","Adverse effect of intravenous anesthetics, initial encounter","4180186"
"2062496435","Adverse effect of unspecified general anesthetics, initial encounter","4180186"
"2062496436","Poisoning by other general anesthetics, undetermined, initial encounter","4180186"
"2062496437","Adverse effect of other general anesthetics, initial encounter","4180186"
"2062496438","Adverse effect of local anesthetics, initial encounter","4180186"
"2062496439","Adverse effect of unspecified anesthetic, initial encounter","4180186"
"2062496440","Underdosing of therapeutic gases, initial encounter","4180186"
"2062496441","Adverse effect of hydantoin derivatives, initial encounter","4180186"
"2062496442","Adverse effect of hydantoin derivatives, subsequent encounter","4180186"
"2062496443","Underdosing of hydantoin derivatives, initial encounter","4180186"
"2062496444","Adverse effect of iminostilbenes, initial encounter","4180186"
"2062496445","Underdosing of iminostilbenes, initial encounter","4180186"
"2062496446","Adverse effect of succinimides and oxazolidinediones, initial encounter","4180186"
"2062496447","Adverse effect of barbiturates, initial encounter","4180186"
"2062496448","Underdosing of barbiturates, initial encounter","4180186"
"2062496449","Adverse effect of benzodiazepines, initial encounter","4180186"
"2062496450","Adverse effect of benzodiazepines, subsequent encounter","4180186"
"2062496451","Underdosing of benzodiazepines, initial encounter","4180186"
"2062496452","Adverse effect of mixed antiepileptics, initial encounter","4180186"
"2062496453","Underdosing of mixed antiepileptics, initial encounter","4180186"
"2062496454","Adverse effect of other antiepileptic and sedative-hypnotic drugs, initial encounter","4180186"
"2062496455","Adverse effect of other antiepileptic and sedative-hypnotic drugs, subsequent encounter","4180186"
"2062496456","Underdosing of other antiepileptic and sedative-hypnotic drugs, initial encounter","4180186"
"2062496457","Adverse effect of unspecified antiepileptic and sedative-hypnotic drugs, initial encounter","4180186"
"2062496458","Underdosing of unspecified antiepileptic and sedative-hypnotic drugs, initial encounter","4180186"
"2062496459","Poisoning by antiparkinsonism drugs and other central muscle-tone depressants, undetermined, initial encounter","4180186"
"2062496460","Adverse effect of antiparkinsonism drugs and other central muscle-tone depressants, initial encounter","4180186"
"2062496461","Underdosing of antiparkinsonism drugs and other central muscle-tone depressants, initial encounter","4180186"
"2062496462","Poisoning by tricyclic antidepressants, accidental (unintentional), initial encounter","4180186"
"2062496463","Adverse effect of tricyclic antidepressants, initial encounter","4180186"
"2062496464","Underdosing of tricyclic antidepressants, initial encounter","4180186"
"2062496465","Adverse effect of tetracyclic antidepressants, initial encounter","4180186"
"2062496466","Underdosing of tetracyclic antidepressants, initial encounter","4180186"
"2062496467","Adverse effect of monoamine-oxidase-inhibitor antidepressants, initial encounter","4180186"
"2062496468","Adverse effect of unspecified antidepressants, initial encounter","4180186"
"2062496469","Underdosing of unspecified antidepressants, initial encounter","4180186"
"2062496470","Adverse effect of selective serotonin and norepinephrine reuptake inhibitors, initial encounter","4180186"
"2062496471","Underdosing of selective serotonin and norepinephrine reuptake inhibitors, initial encounter","4180186"
"2062496472","Adverse effect of selective serotonin reuptake inhibitors, initial encounter","4180186"
"2062496473","Underdosing of selective serotonin reuptake inhibitors, initial encounter","4180186"
"2062496474","Adverse effect of other antidepressants, initial encounter","4180186"
"2062496475","Underdosing of other antidepressants, initial encounter","4180186"
"2062496476","Adverse effect of phenothiazine antipsychotics and neuroleptics, initial encounter","4180186"
"2062496477","Underdosing of phenothiazine antipsychotics and neuroleptics, initial encounter","4180186"
"2062496478","Adverse effect of butyrophenone and thiothixene neuroleptics, initial encounter","4180186"
"2062496479","Adverse effect of butyrophenone and thiothixene neuroleptics, subsequent encounter","4180186"
"2062496480","Underdosing of butyrophenone and thiothixene neuroleptics, initial encounter","4180186"
"2062496481","Adverse effect of unspecified antipsychotics and neuroleptics, initial encounter","4180186"
"2062496482","Adverse effect of unspecified antipsychotics and neuroleptics, subsequent encounter","4180186"
"2062496483","Underdosing of unspecified antipsychotics and neuroleptics, initial encounter","4180186"
"2062496484","Adverse effect of other antipsychotics and neuroleptics, initial encounter","4180186"
"2062496485","Adverse effect of other antipsychotics and neuroleptics, subsequent encounter","4180186"
"2062496486","Underdosing of other antipsychotics and neuroleptics, initial encounter","4180186"
"2062496487","Adverse effect of unspecified psychostimulants, initial encounter","4180186"
"2062496488","Adverse effect of caffeine, initial encounter","4180186"
"2062496489","Underdosing of caffeine, initial encounter","4180186"
"2062496490","Adverse effect of amphetamines, initial encounter","4180186"
"2062496491","Underdosing of amphetamines, initial encounter","4180186"
"2062496492","Adverse effect of methylphenidate, initial encounter","4180186"
"2062496493","Underdosing of methylphenidate, initial encounter","4180186"
"2062496494","Adverse effect of other psychostimulants, initial encounter","4180186"
"2062496495","Underdosing of other psychostimulants, initial encounter","4180186"
"2062496496","Adverse effect of other psychotropic drugs, initial encounter","4180186"
"2062496497","Adverse effect of other psychotropic drugs, subsequent encounter","4180186"
"2062496498","Underdosing of other psychotropic drugs, initial encounter","4180186"
"2062496499","Adverse effect of unspecified psychotropic drug, initial encounter","4180186"
"2062496500","Underdosing of unspecified psychotropic drug, initial encounter","4180186"
"2062496501","Adverse effect of anticholinesterase agents, initial encounter","4180186"
"2062496502","Adverse effect of other parasympathomimetics [cholinergics], initial encounter","4180186"
"2062496503","Underdosing of other parasympathomimetics [cholinergics], initial encounter","4180186"
"2062496504","Adverse effect of other parasympatholytics [anticholinergics and antimuscarinics] and spasmolytics, initial encounter","4180186"
"2062496505","Underdosing of other parasympatholytics [anticholinergics and antimuscarinics] and spasmolytics, initial encounter","4180186"
"2062496506","Adverse effect of predominantly alpha-adrenoreceptor agonists, initial encounter","4180186"
"2062496507","Underdosing of predominantly alpha-adrenoreceptor agonists, initial encounter","4180186"
"2062496508","Adverse effect of predominantly beta-adrenoreceptor agonists, initial encounter","4180186"
"2062496509","Adverse effect of predominantly beta-adrenoreceptor agonists, subsequent encounter","4180186"
"2062496510","Underdosing of predominantly beta-adrenoreceptor agonists, initial encounter","4180186"
"2062496511","Adverse effect of alpha-adrenoreceptor antagonists, initial encounter","4180186"
"2062496512","Underdosing of alpha-adrenoreceptor antagonists, initial encounter","4180186"
"2062496513","Adverse effect of beta-adrenoreceptor antagonists, initial encounter","4180186"
"2062496514","Underdosing of beta-adrenoreceptor antagonists, initial encounter","4180186"
"2062496515","Adverse effect of centrally-acting and adrenergic-neuron-blocking agents, initial encounter","4180186"
"2062496516","Underdosing of centrally-acting and adrenergic-neuron-blocking agents, initial encounter","4180186"
"2062496517","Adverse effect of other drug primarily affecting the autonomic nervous system, initial encounter","4180186"
"2062496518","Adverse effect of antiallergic and antiemetic drugs, initial encounter","4180186"
"2062496519","Underdosing of antiallergic and antiemetic drugs, initial encounter","4180186"
"2062496520","Adverse effect of antineoplastic and immunosuppressive drugs, initial encounter","4180186"
"2062496521","Adverse effect of antineoplastic and immunosuppressive drugs, subsequent encounter","4180186"
"2062496522","Underdosing of antineoplastic and immunosuppressive drugs, initial encounter","4180186"
"2062496523","Underdosing of antineoplastic and immunosuppressive drugs, subsequent encounter","4180186"
"2062496524","Adverse effect of vitamins, initial encounter","4180186"
"2062496525","Underdosing of vitamins, initial encounter","4180186"
"2062496526","Adverse effect of enzymes, initial encounter","4180186"
"2062496527","Adverse effect of iron and its compounds, initial encounter","4180186"
"2062496528","Underdosing of iron and its compounds, initial encounter","4180186"
"2062496529","Adverse effect of anticoagulants, initial encounter","4180186"
"2062496530","Adverse effect of anticoagulants, subsequent encounter","4180186"
"2062496531","Underdosing of anticoagulants, initial encounter","4180186"
"2062496532","Adverse effect of antithrombotic drugs, initial encounter","4180186"
"2062496533","Adverse effect of antithrombotic drugs, subsequent encounter","4180186"
"2062496534","Underdosing of antithrombotic drugs, initial encounter","4180186"
"2062496535","Adverse effect of thrombolytic drugs, initial encounter","4180186"
"2062496536","Underdosing of thrombolytic drugs, initial encounter","4180186"
"2062496537","Adverse effect of hemostatic drug, initial encounter","4180186"
"2062496538","Adverse effect of anticoagulant antagonists, vitamin K and other coagulants, initial encounter","4180186"
"2062496539","Underdosing of anticoagulant antagonist, vitamin K and other coagulants, initial encounter","4180186"
"2062496540","Adverse effect of other primarily systemic and hematological agents, initial encounter","4180186"
"2062496541","Adverse effect of other primarily systemic and hematological agents, subsequent encounter","4180186"
"2062496542","Underdosing of other primarily systemic and hematological agents, initial encounter","4180186"
"2062496543","Adverse effect of cardiac-stimulant glycosides and drugs of similar action, initial encounter","4180186"
"2062496544","Underdosing of cardiac-stimulant glycosides and drugs of similar action, initial encounter","4180186"
"2062496545","Adverse effect of calcium-channel blockers, initial encounter","4180186"
"2062496546","Underdosing of calcium-channel blockers, initial encounter","4180186"
"2062496547","Adverse effect of other antidysrhythmic drugs, initial encounter","4180186"
"2062496548","Adverse effect of other antidysrhythmic drugs, subsequent encounter","4180186"
"2062496549","Underdosing of other antidysrhythmic drugs, initial encounter","4180186"
"2062496550","Adverse effect of coronary vasodilators, initial encounter","4180186"
"2062496551","Adverse effect of coronary vasodilators, subsequent encounter","4180186"
"2062496552","Underdosing of coronary vasodilators, initial encounter","4180186"
"2062496553","Adverse effect of angiotensin-converting-enzyme inhibitors, initial encounter","4180186"
"2062496554","Adverse effect of angiotensin-converting-enzyme inhibitors, subsequent encounter","4180186"
"2062496555","Underdosing of angiotensin-converting-enzyme inhibitors, initial encounter","4180186"
"2062496556","Adverse effect of other antihypertensive drugs, initial encounter","4180186"
"2062496557","Underdosing of other antihypertensive drugs, initial encounter","4180186"
"2062496558","Adverse effect of antihyperlipidemic and antiarteriosclerotic drugs, initial encounter","4180186"
"2062496559","Adverse effect of antihyperlipidemic and antiarteriosclerotic drugs, subsequent encounter","4180186"
"2062496560","Underdosing of antihyperlipidemic and antiarteriosclerotic drugs, initial encounter","4180186"
"2062496561","Adverse effect of peripheral vasodilators, initial encounter","4180186"
"2062496562","Underdosing of peripheral vasodilators, initial encounter","4180186"
"2062496563","Adverse effect of other agents primarily affecting the cardiovascular system, initial encounter","4180186"
"2062496564","Adverse effect of histamine H2-receptor blockers, initial encounter","4180186"
"2062496565","Underdosing of histamine H2-receptor blockers, initial encounter","4180186"
"2062496566","Adverse effect of other antacids and anti-gastric-secretion drugs, initial encounter","4180186"
"2062496567","Underdosing of other antacids and anti-gastric-secretion drugs, initial encounter","4180186"
"2062496568","Adverse effect of stimulant laxatives, initial encounter","4180186"
"2062496569","Underdosing of stimulant laxatives, initial encounter","4180186"
"2062496570","Adverse effect of saline and osmotic laxatives, initial encounter","4180186"
"2062496571","Underdosing of saline and osmotic laxatives, initial encounter","4180186"
"2062496572","Underdosing of saline and osmotic laxatives, subsequent encounter","4180186"
"2062496573","Adverse effect of other laxatives, initial encounter","4180186"
"2062496574","Underdosing of other laxatives, initial encounter","4180186"
"2062496575","Adverse effect of digestants, initial encounter","4180186"
"2062496576","Underdosing of digestants, initial encounter","4180186"
"2062496577","Adverse effect of antidiarrheal drugs, initial encounter","4180186"
"2062496578","Underdosing of antidiarrheal drugs, initial encounter","4180186"
"2062496579","Adverse effect of other agents primarily affecting gastrointestinal system, initial encounter","4180186"
"2062496580","Underdosing of other agents primarily affecting gastrointestinal system, initial encounter","4180186"
"2062496581","Adverse effect of oxytocic drugs, initial encounter","4180186"
"2062496582","Adverse effect of skeletal muscle relaxants [neuromuscular blocking agents], initial encounter","4180186"
"2062496583","Underdosing of skeletal muscle relaxants [neuromuscular blocking agents], initial encounter","4180186"
"2062496584","Adverse effect of unspecified drugs acting on muscles, initial encounter","4180186"
"2062496585","Adverse effect of other drugs acting on muscles, initial encounter","4180186"
"2062496586","Adverse effect of antitussives, initial encounter","4180186"
"2062496587","Adverse effect of expectorants, initial encounter","4180186"
"2062496588","Adverse effect of antiasthmatics, initial encounter","4180186"
"2062496589","Underdosing of antiasthmatics, initial encounter","4180186"
"2062496590","Adverse effect of other agents primarily acting on the respiratory system, initial encounter","4180186"
"2062496591","Adverse effect of local antifungal, anti-infective and anti-inflammatory drugs, initial encounter","4180186"
"2062496592","Underdosing of local antifungal, anti-infective and anti-inflammatory drugs, initial encounter","4180186"
"2062496593","Adverse effect of antipruritics, initial encounter","4180186"
"2062496594","Underdosing of antipruritics, initial encounter","4180186"
"2062496595","Adverse effect of emollients, demulcents and protectants, initial encounter","4180186"
"2062496596","Adverse effect of keratolytics, keratoplastics, and other hair treatment drugs and preparations, initial encounter","4180186"
"2062496597","Adverse effect of ophthalmological drugs and preparations, initial encounter","4180186"
"2062496598","Adverse effect of otorhinolaryngological drugs and preparations, initial encounter","4180186"
"2062496599","Adverse effect of other topical agents, initial encounter","4180186"
"2062496600","Adverse effect of mineralocorticoids and their antagonists, initial encounter","4180186"
"2062496601","Underdosing of mineralocorticoids and their antagonists, initial encounter","4180186"
"2062496602","Adverse effect of loop [high-ceiling] diuretics, initial encounter","4180186"
"2062496603","Adverse effect of loop [high-ceiling] diuretics, subsequent encounter","4180186"
"2062496604","Underdosing of loop [high-ceiling] diuretics, initial encounter","4180186"
"2062496605","Adverse effect of carbonic-anhydrase inhibitors, benzothiadiazides and other diuretics, initial encounter","4180186"
"2062496606","Underdosing of carbonic-anhydrase inhibitors, benzothiadiazides and other diuretics, initial encounter","4180186"
"2062496607","Adverse effect of electrolytic, caloric and water-balance agents, initial encounter","4180186"
"2062496608","Adverse effect of electrolytic, caloric and water-balance agents, subsequent encounter","4180186"
"2062496609","Underdosing of electrolytic, caloric and water-balance agents, initial encounter","4180186"
"2062496610","Adverse effect of drugs affecting uric acid metabolism, initial encounter","4180186"
"2062496611","Adverse effect of drugs affecting uric acid metabolism, subsequent encounter","4180186"
"2062496612","Underdosing of drugs affecting uric acid metabolism, initial encounter","4180186"
"2062496613","Adverse effect of appetite depressants, initial encounter","4180186"
"2062496614","Underdosing of appetite depressants, initial encounter","4180186"
"2062496615","Adverse effect of antidotes and chelating agents, initial encounter","4180186"
"2062496616","Poisoning by analeptics and opioid receptor antagonists, undetermined, initial encounter","4180186"
"2062496617","Adverse effect of analeptics and opioid receptor antagonists, initial encounter","4180186"
"2062496618","Adverse effect of analeptics and opioid receptor antagonists, subsequent encounter","4180186"
"2062496619","Underdosing of analeptics and opioid receptor antagonists, initial encounter","4180186"
"2062496620","Adverse effect of diagnostic agents, initial encounter","4180186"
"2062496621","Adverse effect of diagnostic agents, subsequent encounter","4180186"
"2062496622","Adverse effect of unspecified drugs, medicaments and biological substances, initial encounter","4180186"
"2062496623","Adverse effect of unspecified drugs, medicaments and biological substances, subsequent encounter","4180186"
"2062496624","Underdosing of unspecified drugs, medicaments and biological substances, initial encounter","4180186"
"2062496625","Adverse effect of multiple unspecified drugs, medicaments and biological substances, initial encounter","4180186"
"2062496626","Underdosing of multiple unspecified drugs, medicaments and biological substances, initial encounter","4180186"
"2062496627","Adverse effect of other drugs, medicaments and biological substances, initial encounter","4180186"
"2062496628","Adverse effect of other drugs, medicaments and biological substances, subsequent encounter","4180186"
"2062496629","Underdosing of other drugs, medicaments and biological substances, initial encounter","4180186"
"2062496630","Underdosing of other drugs, medicaments and biological substances, subsequent encounter","4180186"
"2062496631","Adverse effect of pertussis vaccine, including combinations with a pertussis component, initial encounter","4180186"
"2062496632","Adverse effect of mixed bacterial vaccines without a pertussis component, initial encounter","4180186"
"2062496633","Adverse effect of other bacterial vaccines, initial encounter","4180186"
"2062496634","Adverse effect of other viral vaccines, initial encounter","4180186"
"2062496635","Adverse effect of immunoglobulin, initial encounter","4180186"
"2062496636","Adverse effect of other vaccines and biological substances, initial encounter","4180186"
"2062496637","Toxic effect of unspecified alcohol, accidental (unintentional), initial encounter","4180186"
"2062496638","Toxic effect of glycols, accidental (unintentional), initial encounter","4180186"
"2062496639","Heatstroke and sunstroke, initial encounter","4180186"
"2062496640","Asphyxiation due to unspecified cause, initial encounter","4180186"
"2062496641","Exhaustion due to excessive exertion, initial encounter","4180186"
"2062496642","Adult neglect or abandonment, confirmed, initial encounter","4180186"
"2062496643","Adult physical abuse, confirmed, initial encounter","4180186"
"2062496644","Adult sexual abuse, confirmed, initial encounter","4180186"
"2062496645","Adult sexual abuse, confirmed, subsequent encounter","4180186"
"2062496646","Adult psychological abuse, confirmed, initial encounter","4180186"
"2062496647","Adult forced sexual exploitation, confirmed, initial encounter","4180186"
"2062496648","Unspecified adult maltreatment, confirmed, initial encounter","4180186"
"2062496649","Adult neglect or abandonment, suspected, initial encounter","4180186"
"2062496650","Adult neglect or abandonment, suspected, subsequent encounter","4180186"
"2062496651","Adult physical abuse, suspected, initial encounter","4180186"
"2062496652","Adult sexual abuse, suspected, initial encounter","4180186"
"2062496653","Adult psychological abuse, suspected, initial encounter","4180186"
"2062496654","Adult forced sexual exploitation, suspected, initial encounter","4180186"
"2062496655","Unspecified adult maltreatment, suspected, initial encounter","4180186"
"2062496656","Anaphylactic reaction due to milk and dairy products, initial encounter","4180186"
"2062496657","Other adverse food reactions, not elsewhere classified, initial encounter","4180186"
"2062496658","Other adverse food reactions, not elsewhere classified, sequela","4180186"
"2062496659","Allergy, unspecified, initial encounter","4180186"
"2062496660","Allergy, unspecified, subsequent encounter","4180186"
"2062496661","Other allergy, initial encounter","4180186"
"2062496662","Other allergy, subsequent encounter","4180186"
"2062496663","Other adverse effects, not elsewhere classified, initial encounter","4180186"
"2062496664","Disruption of internal operation (surgical) wound, not elsewhere classified, initial encounter","4180186"
"2062496665","Disruption of internal operation (surgical) wound, not elsewhere classified, subsequent encounter","4180186"
"2062496666","Infection following a procedure, initial encounter","4180186"
"2062496667","Infection following a procedure, subsequent encounter","4180186"
"2062496668","Aseptic peritonitis due to foreign substance accidentally left during a procedure, initial encounter","4180186"
"2062496669","Infection and inflammatory reaction due to indwelling urinary catheter, initial encounter","4180186"
"2062496670","Infection and inflammatory reaction due to indwelling urinary catheter, subsequent encounter","4180186"
"2062496671","Infection and inflammatory reaction due to prosthetic device, implant and graft in urinary system, initial encounter","4180186"
"2062496672","Infection and inflammatory reaction due to prosthetic device, implant and graft in genital tract, initial encounter","4180186"
