source_code,source_concept_id,source_vocabulary_id,source_code_description,relationship_id,target_concept_id,target_vocabulary_id,valid_start_date,valid_end_date,invalid_reason
"WFDB.SIGNAL.FORMAT.RHYTHM STATUS","2061510011","MIMIC4","WFDB signal encoding format code in RHYTHM STATUS","Maps to","2061510011","MIMIC4","2025-05-07","2099-12-31",
"H1B1ED","2061507679","MIMIC4","HYDROmorphone (H1B1ED)","Maps to","1126658","RxNorm","2025-05-07","2099-12-31",
"229740","2061502253","MIMIC4","24 Gauge Cap Change","Maps to","2061502253","MIMIC4","2025-05-07","2099-12-31",
"MEXI200","2061508362","MIMIC4","Mexiletine (MEXI200)","Maps to","1307542","RxNorm","2025-05-07","2099-12-31",
"EPO2I","2061507388","MIMIC4","Epoetin Alfa (EPO2I)","Maps to","1301125","RxNorm","2025-05-07","2099-12-31",
"LL ANT FOREARM MEDIAL","2061508129","MIMIC4","LL Ant Forearm Medial","Maps to","2061508129","MIMIC4","2025-05-07","2099-12-31",
"MEQ/L","2061508294","MIMIC4","mEq/L","Maps to","9557","UCUM","2025-05-07","2099-12-31",
"HISPANIC OR LATINO","2061507741","MIMIC4","HISPANIC OR LATINO","Maps to","38003563","Ethnicity","2025-05-07","2099-12-31",
"51934","2061504508","MIMIC4","C Diff Toxin Antigen Assay|Stool|Chemistry","Maps to","3032068","LOINC","2025-05-07","2099-12-31",
"ST-V6 [MM]","2061509449","MIMIC4","ST-V6 [MM]","Maps to","21490797","LOINC","2025-05-07","2099-12-31",
"D545NS1000","2061507144","MIMIC4","D5 1/2NS 1000mL Bag","Maps to","36249687","RxNorm","2025-05-07","2099-12-31",
"226779","2061501576","MIMIC4","WbcApacheIIScore","Maps to","2061501576","MIMIC4","2025-05-07","2099-12-31",
"CHEST","2061506934","MIMIC4","CHEST","Maps to","4199473","SNOMED","2025-05-07","2099-12-31",
"CROM4O","2061507109","MIMIC4","Cromolyn 10 mL Bottle","Maps to","19133626","RxNorm","2025-05-07","2099-12-31",
"22634","2061501440","MIMIC4","Arthrodesis, combined posterior or posterolateral technique with posterior interbody technique including laminectomy and/or discectomy sufficient to prepare interspace (other than for decompression), single interspace, lumbar; each additional interspac...","Maps to","42742495","CPT4","2025-05-07","2099-12-31",
"51333","2061504097","MIMIC4","CD71|Bone Marrow|Hematology","Maps to","2061504097","MIMIC4","2025-05-07","2099-12-31",
"80049","2061505491","MIMIC4","STREPTOCOCCUS MITIS","Maps to","4237427","SNOMED","2025-05-07","2099-12-31",
"DILT60","2061507262","MIMIC4","Diltiazem 60 mg Tab","Maps to","19133622","RxNorm","2025-05-07","2099-12-31",
"DARB200I","2061507172","MIMIC4","darbepoetin alfa in polysorbat","Maps to","1304643","RxNorm","2025-05-07","2099-12-31",
"90837","2061506224","MIMIC4","PROTEUS HAUSERI","Maps to","4221197","SNOMED","2025-05-07","2099-12-31",
"NAPH15O","2061508644","MIMIC4","Naphazoline-Pheniramine Ophth. Solution 15 mL Dropper Bottle","Maps to","40231516","RxNorm","2025-05-07","2099-12-31",
"25270","2061502428","MIMIC4","Repair, tendon or muscle, extensor, forearm and/or wrist; primary, single, each tendon or muscle","Maps to","2104155","CPT4","2025-05-07","2099-12-31",
"ABPD [MMHG]","2061506419","MIMIC4","ABPD [MMHG]","Maps to","4354253","SNOMED","2025-05-07","2099-12-31",
"224390","2061500740","MIMIC4","Temporary Atrial Sens","Maps to","2061500740","MIMIC4","2025-05-07","2099-12-31",
"26140","2061502491","MIMIC4","Synovectomy, proximal interphalangeal joint, including extensor reconstruction, each interphalangeal joint","Maps to","2104419","CPT4","2025-05-07","2099-12-31",
"51308","2061504072","MIMIC4","CD138|Bone Marrow|Hematology","Maps to","3031244","LOINC","2025-05-07","2099-12-31",
"226778","2061501575","MIMIC4","TempApacheIIValue","Maps to","2061501575","MIMIC4","2025-05-07","2099-12-31",
"DOPA400I","2061507298","MIMIC4","DOPamine","Maps to","1337860","RxNorm","2025-05-07","2099-12-31",
"229358","2061502122","MIMIC4","Absolute Count - Lymphs","Maps to","3019198","LOINC","2025-05-07","2099-12-31",
"51055","2061503823","MIMIC4","Lipase, Pleural|Pleural|Chemistry","Maps to","3048752","LOINC","2025-05-07","2099-12-31",
"SINE10100","2061509387","MIMIC4","Carbidopa-Levodopa (10-100) 10-100 mg Tab","Maps to","789580","RxNorm","2025-05-07","2099-12-31",
"80194","2061505629","MIMIC4","ACINETOBACTER BAUMANNII","Maps to","4235587","SNOMED","2025-05-07","2099-12-31",
"51501","2061504239","MIMIC4","Transitional Epithelial Cells|Urine|Hematology","Maps to","3035851","LOINC","2025-05-07","2099-12-31",
"DEFE500I","2061507189","MIMIC4","Deferoxamine Mesylate","Maps to","1711947","RxNorm","2025-05-07","2099-12-31",
"227459","2061501704","MIMIC4","Procan Napa","Maps to","4020409","SNOMED","2025-05-07","2099-12-31",
"69310","2061505340","MIMIC4","Reconstruction of external auditory canal (meatoplasty) (eg, for stenosis due to injury, infection) (separate procedure)","Maps to","4139012","SNOMED","2025-05-07","2099-12-31",
"80301","2061505716","MIMIC4","CHRYSEOBACTERIUM MENINGOSEPTICUM","Maps to","4138034","SNOMED","2025-05-07","2099-12-31",
"31254","2061502872","MIMIC4","Nasal/sinus endoscopy, surgical with ethmoidectomy; partial (anterior)","Maps to","4217957","SNOMED","2025-05-07","2099-12-31",
"90254","2061505911","MIMIC4","RUBELLA IgG SEROLOGY","Maps to","2061505911","MIMIC4","2025-05-07","2099-12-31",
"VG","2061509782","MIMIC4","VG","Maps to","4057765","SNOMED","2025-05-07","2099-12-31",
"90919","2061506284","MIMIC4","Blood (LYME)","Maps to","4001225","SNOMED","2025-05-07","2099-12-31",
"CASE.ID.SPLIT_ID","2061506880","MIMIC4","WFDB data segment split number","Maps to","2061506880","MIMIC4","2025-05-07","2099-12-31",
"EMLA2.5","2061507350","MIMIC4","Lidocaine-Prilocaine","Maps to","951279","RxNorm","2025-05-07","2099-12-31",
"15120","2061500172","MIMIC4","Split-thickness autograft, face, scalp, eyelids, mouth, neck, ears, orbits, genitalia, hands, feet, and/or multiple digits; first 100 sq cm or less, or 1% of body area of infants and children (except 15050)","Maps to","2102293","CPT4","2025-05-07","2099-12-31",
"90129","2061505811","MIMIC4","ASO Screen","Maps to","4190509","SNOMED","2025-05-07","2099-12-31",
"51243","2061504007","MIMIC4","Lupus Anticoagulant|Blood|Hematology (51243)","Maps to","3027184","LOINC","2025-05-07","2099-12-31",
"WFDB.SIGNAL.ADC.SCALEFACTOR.I","2061509944","MIMIC4","WFDB signal A/D converter scale factor in lead I","Maps to","2061509944","MIMIC4","2025-05-07","2099-12-31",
"52339","2061504792","MIMIC4","Blasts|Other Body Fluid|Hematology","Maps to","3026596","LOINC","2025-05-07","2099-12-31",
"MCG/24 HR","2061508226","MIMIC4","mcg/24 hr","Maps to","44777645","UCUM","2025-05-07","2099-12-31",
"LAMI150","2061507961","MIMIC4","LaMIVudine (LAMI150)","Maps to","1704183","RxNorm","2025-05-07","2099-12-31",
"228013","2061501874","MIMIC4","20 G Phlebitis Scale","Maps to","2061501874","MIMIC4","2025-05-07","2099-12-31",
"27536","2061502630","MIMIC4","Open treatment of tibial fracture, proximal (plateau); bicondylar, with or without internal fixation","Maps to","2105186","CPT4","2025-05-07","2099-12-31",
"BILAT FEET","2061506753","MIMIC4","bilat feet","Maps to","2061506753","MIMIC4","2025-05-07","2099-12-31",
"CETI10","2061506931","MIMIC4","Cetirizine-Pseudoephedrine","Maps to","1154332","RxNorm","2025-05-07","2099-12-31",
"SIMV10","2061509383","MIMIC4","Simvastatin 10mg Tablet","Maps to","1539463","RxNorm","2025-05-07","2099-12-31",
"PROP60","2061509062","MIMIC4","Propranolol LA (PROP60)","Maps to","1353766","RxNorm","2025-05-07","2099-12-31",
"WFDB.SIGNAL.ADC.UNITS.III","2061509975","MIMIC4","WFDB signal A/D converter units in lead III","Maps to","2061509975","MIMIC4","2025-05-07","2099-12-31",
"228232","2061501935","MIMIC4","PAR-Oxygen saturation","Maps to","2061501935","MIMIC4","2025-05-07","2099-12-31",
"80302","2061505717","MIMIC4","PANTOEA SPECIES","Maps to","4018786","SNOMED","2025-05-07","2099-12-31",
"53127","2061504915","MIMIC4","Voided Specimen (53127)","Maps to","42530744","LOINC","2025-05-07","2099-12-31",
"227589","2061501763","MIMIC4","GI #2 Tube Place Method (227589)","Maps to","2061501763","MIMIC4","2025-05-07","2099-12-31",
"90928","2061506288","MIMIC4","Swab","Maps to","4120698","SNOMED","2025-05-07","2099-12-31",
"MG/80MG","2061508420","MIMIC4","mg/80mg","Maps to","9565","UCUM","2025-05-07","2099-12-31",
"15830","2061500213","MIMIC4","Excision, excessive skin and subcutaneous tissue (includes lipectomy); abdomen, infraumbilical panniculectomy","Maps to","2102476","CPT4","2025-05-07","2099-12-31",
"221892","2061500470","MIMIC4","Lepirudin (221892)","Maps to","19092139","RxNorm","2025-05-07","2099-12-31",
"28465","2061502773","MIMIC4","Open treatment of tarsal bone fracture (except talus and calcaneus), includes internal fixation, when performed, each","Maps to","2105720","CPT4","2025-05-07","2099-12-31",
"90191","2061505862","MIMIC4","MUMPS IgG ANTIBODY","Maps to","44807130","SNOMED","2025-05-07","2099-12-31",
"54065","2061504947","MIMIC4","Destruction of lesion(s), penis (eg, condyloma, papilloma, molluscum contagiosum, herpetic vesicle), extensive (eg, laser surgery, electrosurgery, cryosurgery, chemosurgery)","Maps to","2109905","CPT4","2025-05-07","2099-12-31",
"DULO30","2061507333","MIMIC4","Duloxetine 30mg Capsule","Maps to","19122148","RxNorm","2025-05-07","2099-12-31",
"12015","2061500123","MIMIC4","Simple repair of superficial wounds of face, ears, eyelids, nose, lips and/or mucous membranes; 7.6 cm to 12.5 cm","Maps to","2102159","CPT4","2025-05-07","2099-12-31",
"BETA10T","2061506723","MIMIC4","Povidone Iodine","Maps to","1750087","RxNorm","2025-05-07","2099-12-31",
"WFDB.SIGNAL.ADC.CALIBRATION.MCL1","2061509860","MIMIC4","WFDB signal A/D converter calibration in lead MCL1","Maps to","2061509860","MIMIC4","2025-05-07","2099-12-31",
"51000","2061503776","MIMIC4","Triglycerides|Blood|Chemistry","Maps to","3022192","LOINC","2025-05-07","2099-12-31",
"50930","2061503708","MIMIC4","Globulin|Blood|Chemistry","Maps to","3021886","LOINC","2025-05-07","2099-12-31",
"35860","2061503036","MIMIC4","Exploration for postoperative hemorrhage, thrombosis or infection; extremity","Maps to","2108032","CPT4","2025-05-07","2099-12-31",
"51378","2061504119","MIMIC4","Metamyelocytes|Joint Fluid|Hematology","Maps to","2061504119","MIMIC4","2025-05-07","2099-12-31",
"36589","2061503084","MIMIC4","Removal of tunneled central venous catheter, without subcutaneous port or pump","Maps to","42873079","SNOMED","2025-05-07","2099-12-31",
"90042","2061505759","MIMIC4","TREPONEMAL ANTIBODY TEST","Maps to","2061505759","MIMIC4","2025-05-07","2099-12-31",
"50818","2061503598","MIMIC4","pCO2|Blood|Blood Gas","Maps to","3013290","LOINC","2025-05-07","2099-12-31",
"40845","2061503204","MIMIC4","Vestibuloplasty; complex (including ridge extension, muscle repositioning)","Maps to","4264495","SNOMED","2025-05-07","2099-12-31",
"ALBU2","2061506468","MIMIC4","Albuterol","Maps to","1154343","RxNorm","2025-05-07","2099-12-31",
"50880","2061503660","MIMIC4","Benzodiazepine Screen|Blood|Chemistry","Maps to","3031951","LOINC","2025-05-07","2099-12-31",
"21899","2061500362","MIMIC4","Unlisted procedure, neck or thorax","Maps to","2103401","CPT4","2025-05-07","2099-12-31",
"NEOS1IRR","2061508676","MIMIC4","Neomycin/Polymyxin B Sulfate","Maps to","948582","RxNorm","2025-05-07","2099-12-31",
"43752","2061503322","MIMIC4","Naso- or oro-gastric tube placement, requiring physician's skill and fluoroscopic guidance (includes fluoroscopy, image documentation and report)","Maps to","2108983","CPT4","2025-05-07","2099-12-31",
"51383","2061504124","MIMIC4","RBC, Joint Fluid|Joint Fluid|Hematology","Maps to","3010144","LOINC","2025-05-07","2099-12-31",
"LITHI300L","2061508124","MIMIC4","Lithium Carbonate (LITHI300L)","Maps to","751246","RxNorm","2025-05-07","2099-12-31",
"56515","2061504990","MIMIC4","Destruction of lesion(s), vulva; extensive (eg, laser surgery, electrosurgery, cryosurgery, chemosurgery)","Maps to","4025116","SNOMED","2025-05-07","2099-12-31",
"25525","2061502447","MIMIC4","Open treatment of radial shaft fracture, includes internal fixation, when performed, and closed treatment of distal radioulnar joint dislocation (Galeazzi fracture/ dislocation), includes percutaneous skeletal fixation, when performed","Maps to","2104259","CPT4","2025-05-07","2099-12-31",
"51606","2061504294","MIMIC4","Digitoxin|Blood|Chemistry","Maps to","3007288","LOINC","2025-05-07","2099-12-31",
"MG/89MG","2061508423","MIMIC4","mg/89mg","Maps to","9565","UCUM","2025-05-07","2099-12-31",
"LORA10","2061508146","MIMIC4","Loratadine","Maps to","1107830","RxNorm","2025-05-07","2099-12-31",
"225155","2061501007","MIMIC4","Octreotide","Maps to","1522957","RxNorm","2025-05-07","2099-12-31",
"AXILLARY","2061506644","MIMIC4","axillary","Maps to","4238919","SNOMED","2025-05-07","2099-12-31",
"227510","2061501719","MIMIC4","TF Residual","Maps to","2061501719","MIMIC4","2025-05-07","2099-12-31",
"VENO100I","2061509774","MIMIC4","*NF* Iron Sucrose","Maps to","1395773","RxNorm","2025-05-07","2099-12-31",
"AUGM200L","2061506632","MIMIC4","Amoxicillin-Clavulanate Desensitization (AUGM200L)","Maps to","1759842","RxNorm","2025-05-07","2099-12-31",
"47539","2061503466","MIMIC4","Placement of stent(s) into a bile duct, percutaneous, including diagnostic cholangiography, imaging guidance (eg, fluoroscopy and/or ultrasound), balloon dilation, catheter exchange(s) and catheter removal(s) when performed, and all associated radiologica","Maps to","42627982","CPT4","2025-05-07","2099-12-31",
"15572","2061500188","MIMIC4","Formation of direct or tubed pedicle, with or without transfer; scalp, arms, or legs","Maps to","2102392","CPT4","2025-05-07","2099-12-31",
"225817","2061501272","MIMIC4","BAL Fluid Culture","Maps to","2061501272","MIMIC4","2025-05-07","2099-12-31",
"25110","2061502414","MIMIC4","Excision, lesion of tendon sheath, forearm and/or wrist","Maps to","2104096","CPT4","2025-05-07","2099-12-31",
"224926","2061500918","MIMIC4","Impaired Skin Odor #5","Maps to","2061500918","MIMIC4","2025-05-07","2099-12-31",
"DELTAQTC [MSEC]","2061507196","MIMIC4","DELTAQTC [MSEC]","Maps to","2061507196","MIMIC4","2025-05-07","2099-12-31",
"90902","2061506277","MIMIC4","AMNIOTIC FLUID","Maps to","4002223","SNOMED","2025-05-07","2099-12-31",
"CLAVICLE","2061506983","MIMIC4","clavicle","Maps to","4044181","SNOMED","2025-05-07","2099-12-31",
"LOVE40I","2061508154","MIMIC4","Enoxaparin Sodium 40mg Syringe","Maps to","40160973","RxNorm","2025-05-07","2099-12-31",
"227119","2061501636","MIMIC4","Epidural Location","Maps to","2061501636","MIMIC4","2025-05-07","2099-12-31",
"WFDB.SIGNAL.LENGTH.SPO2","2061510041","MIMIC4","WFDB signal length in samples in SPO2","Maps to","2061510041","MIMIC4","2025-05-07","2099-12-31",
"LORA4L","2061508151","MIMIC4","Lorazepam (LORA4L)","Maps to","791967","RxNorm","2025-05-07","2099-12-31",
"DORSAL FOOT","2061507301","MIMIC4","dorsal foot","Maps to","2061507301","MIMIC4","2025-05-07","2099-12-31",
"51783","2061504414","MIMIC4","Bilirubin, Total, CSF|Cerebrospinal Fluid|Chemistry","Maps to","3027110","LOINC","2025-05-07","2099-12-31",
"SNLR115C","2061509405","MIMIC4","Fluocinolone Acetonide 0.01% Cream","Maps to","996541","RxNorm","2025-05-07","2099-12-31",
"CLOP75","2061507019","MIMIC4","Clopidogrel Bisulfate 75mg Tablet","Maps to","19075601","RxNorm","2025-05-07","2099-12-31",
"69631","2061505344","MIMIC4","Tympanoplasty without mastoidectomy (including canalplasty, atticotomy and/or middle ear surgery), initial or revision; without ossicular chain reconstruction","Maps to","2111234","CPT4","2025-05-07","2099-12-31",
"63688","2061505219","MIMIC4","Revision or removal of implanted spinal neurostimulator pulse generator or receiver","Maps to","2110733","CPT4","2025-05-07","2099-12-31",
"IBUP400","2061507795","MIMIC4","Ibuprofen (IBUP400)","Maps to","1177480","RxNorm","2025-05-07","2099-12-31",
"DILHP50I","2061507256","MIMIC4","HYDROmorphone-HP 50mg/5mL Amp","Maps to","35603626","RxNorm","2025-05-07","2099-12-31",
"PENT300H","2061508899","MIMIC4","Pentamidine-Inhalation 50mg/mL-6mL","Maps to","40165122","RxNorm","2025-05-07","2099-12-31",
"51254","2061504018","MIMIC4","Monocytes|Blood|Hematology","Maps to","3011948","LOINC","2025-05-07","2099-12-31",
"NEOM30O","2061508672","MIMIC4","Neomycin-Polymyxin-Bacitracin (NEOM30O)","Maps to","915175","RxNorm","2025-05-07","2099-12-31",
"51229","2061503993","MIMIC4","Heparin, LMW|Blood|Hematology","Maps to","3045452","LOINC","2025-05-07","2099-12-31",
"PHEN2.5O","2061508929","MIMIC4","Phenylephrine 2.5 % Ophth Soln (PHEN2.5O)","Maps to","1135766","RxNorm","2025-05-07","2099-12-31",
"227454","2061501700","MIMIC4","Vancomycin (Random)","Maps to","4230724","SNOMED","2025-05-07","2099-12-31",
"FAP","2061507456","MIMIC4","FAP","Maps to","21490775","LOINC","2025-05-07","2099-12-31",
"ZOFR4","2061510104","MIMIC4","Ondansetron (ZOFR4)","Maps to","1000560","RxNorm","2025-05-07","2099-12-31",
"TORS20","2061509610","MIMIC4","Torsemide 20 mg Tab","Maps to","942384","RxNorm","2025-05-07","2099-12-31",
"ARGA250I","2061506569","MIMIC4","Argatroban (ARGA250I)","Maps to","1322207","RxNorm","2025-05-07","2099-12-31",
"51180","2061503944","MIMIC4","CD4 Cells, Percent|Blood|Hematology","Maps to","3014037","LOINC","2025-05-07","2099-12-31",
"TRET.025C","2061509629","MIMIC4","Tretinoin 0.025% Cream","Maps to","903643","RxNorm","2025-05-07","2099-12-31",
"228005","2061501866","MIMIC4","PBP (Prefilter) Replacement Rate","Maps to","2061501866","MIMIC4","2025-05-07","2099-12-31",
"MG/ML (4 %)","2061508457","MIMIC4","mg/mL (4 %)","Maps to","8861","UCUM","2025-05-07","2099-12-31",
"DARA25","2061507171","MIMIC4","Pyrimethamine","Maps to","1760039","RxNorm","2025-05-07","2099-12-31",
"90721","2061506124","MIMIC4","POSITIVE FOR PARAINFLUENZA TYPE 1","Maps to","4253151","SNOMED","2025-05-07","2099-12-31",
"WFDB.SIGNAL.NFRAGMENTS.V","2061510072","MIMIC4","WFDB signal number of fragments in lead V","Maps to","2061510072","MIMIC4","2025-05-07","2099-12-31",
"52074","2061504612","MIMIC4","Absolute Monocyte Count|Blood|Hematology","Maps to","3033575","LOINC","2025-05-07","2099-12-31",
"MPRED80I","2061508576","MIMIC4","Methylprednisolone Acetate (MPRED80I)","Maps to","1506270","RxNorm","2025-05-07","2099-12-31",
"229698","2061502234","MIMIC4","CPOT-Facial Expression (CPOTb)","Maps to","722044","OMOP Extension","2025-05-07","2099-12-31",
"MGS/MIN","2061508463","MIMIC4","mgs/min","Maps to","44777611","UCUM","2025-05-07","2099-12-31",
"27700","2061502670","MIMIC4","Arthroplasty, ankle","Maps to","4301340","SNOMED","2025-05-07","2099-12-31",
"226580","2061501490","MIMIC4","Fecal Bag","Maps to","2061501490","MIMIC4","2025-05-07","2099-12-31",
"FENT2.550","2061507473","MIMIC4","Fentanyl Citrate 2.5mg/50mL Solution","Maps to","35603429","RxNorm","2025-05-07","2099-12-31",
"24400","2061502376","MIMIC4","Osteotomy, humerus, with or without internal fixation","Maps to","4246306","SNOMED","2025-05-07","2099-12-31",
"224016","2061500636","MIMIC4","Urine Color","Maps to","4328657","SNOMED","2025-05-07","2099-12-31",
"90729","2061506131","MIMIC4","DESULFOVIBRIO DESULFURICANS","Maps to","4348033","SNOMED","2025-05-07","2099-12-31",
"227698","2061501797","MIMIC4","Fibersource HN (1/2)","Maps to","2061501797","MIMIC4","2025-05-07","2099-12-31",
"223962","2061500595","MIMIC4","Temporary Pacemaker Wires Venticular","Maps to","2061500595","MIMIC4","2025-05-07","2099-12-31",
"226183","2061501434","MIMIC4","Estimated Energy Needs/Kg","Maps to","604878","SNOMED","2025-05-07","2099-12-31",
"52130","2061504656","MIMIC4","Histiocytes|Blood|Hematology","Maps to","3043564","LOINC","2025-05-07","2099-12-31",
"70082","2061505428","MIMIC4","URINE,SUPRAPUBIC ASPIRATE","Maps to","4122281","SNOMED","2025-05-07","2099-12-31",
"224781","2061500865","MIMIC4","CT #4 Leak","Maps to","2061500865","MIMIC4","2025-05-07","2099-12-31",
"57220","2061505012","MIMIC4","Plastic operation on urethral sphincter, vaginal approach (eg, Kelly urethral plication)","Maps to","4265782","SNOMED","2025-05-07","2099-12-31",
"CAPT125","2061506859","MIMIC4","Captopril 12.5mg Tablet","Maps to","19074672","RxNorm","2025-05-07","2099-12-31",
"64795","2061505273","MIMIC4","Biopsy of nerve","Maps to","4064778","SNOMED","2025-05-07","2099-12-31",
"80020","2061505463","MIMIC4","PROVIDENCIA RETTGERI","Maps to","4030558","SNOMED","2025-05-07","2099-12-31",
"70053","2061505400","MIMIC4","PERITONEAL FLUID","Maps to","4043942","SNOMED","2025-05-07","2099-12-31",
"27385","2061502605","MIMIC4","Suture of quadriceps or hamstring muscle rupture; primary","Maps to","2105027","CPT4","2025-05-07","2099-12-31",
"AMIKINH","2061506514","MIMIC4","Amikacin Inhalation","Maps to","1790868","RxNorm","2025-05-07","2099-12-31",
"26180","2061502494","MIMIC4","Excision of tendon, finger, flexor or extensor, each tendon","Maps to","4187254","SNOMED","2025-05-07","2099-12-31",
"52324","2061504780","MIMIC4","CD62|Bone Marrow|Hematology","Maps to","3042828","LOINC","2025-05-07","2099-12-31",
"224755","2061500854","MIMIC4","Temporary Atrial Stim Setting mA","Maps to","1989522","LOINC","2025-05-07","2099-12-31",
"70012","2061505362","MIMIC4","BLOOD CULTURE","Maps to","40486473","SNOMED","2025-05-07","2099-12-31",
"229704","2061502237","MIMIC4","CP-Pain Management","Maps to","2061502237","MIMIC4","2025-05-07","2099-12-31",
"90390","2061505973","MIMIC4","TRICHOPHYTON RUBRUM","Maps to","4290329","SNOMED","2025-05-07","2099-12-31",
"225158","2061501010","MIMIC4","NaCl 0.9%","Maps to","46276153","RxNorm","2025-05-07","2099-12-31",
"80288","2061505705","MIMIC4","CANDIDA KRUSEI / CANDIDA INCONSPICUA","Maps to","4040298","SNOMED","2025-05-07","2099-12-31",
"90803","2061506193","MIMIC4","STREPTOCOCCUS PORCINUS","Maps to","4241974","SNOMED","2025-05-07","2099-12-31",
"50953","2061503729","MIMIC4","Iron Binding Capacity, Total|Blood|Chemistry","Maps to","3021044","LOINC","2025-05-07","2099-12-31",
"METH40I","2061508332","MIMIC4","MethylPREDNISolone Sodium Succ 40mg Vial","Maps to","1506430","RxNorm","2025-05-07","2099-12-31",
"224839","2061500893","MIMIC4","Temporary Pacemaker Wires Atrial","Maps to","2061500893","MIMIC4","2025-05-07","2099-12-31",
"50869","2061503649","MIMIC4","Anti-DGP (IgA/IgG)|Blood|Chemistry","Maps to","40766151","LOINC","2025-05-07","2099-12-31",
"224427","2061500760","MIMIC4","CT #2 Suction Amount","Maps to","2061500760","MIMIC4","2025-05-07","2099-12-31",
"WFDB.SIGNAL.ADC.UNITS.AVF","2061509967","MIMIC4","WFDB signal A/D converter units in lead aVF","Maps to","2061509967","MIMIC4","2025-05-07","2099-12-31",
"51730","2061504384","MIMIC4","Serum Folate|Blood|Chemistry","Maps to","3036987","LOINC","2025-05-07","2099-12-31",
"93458","2061506345","MIMIC4","Catheter placement in coronary artery(s) for coronary angiography, including intraprocedural injection(s) for coronary angiography, imaging supervision and interpretation; with left heart catheterization including intraprocedural injection(s) f... (93458)","Maps to","40756950","CPT4","2025-05-07","2099-12-31",
"41116","2061503213","MIMIC4","Excision, lesion of floor of mouth","Maps to","4207360","SNOMED","2025-05-07","2099-12-31",
"90088","2061505783","MIMIC4","CHROMOSOME ANALYSIS - ADDITIONAL KARYOTYPE","Maps to","2061505783","MIMIC4","2025-05-07","2099-12-31",
"BETAH1","2061506729","MIMIC4","Povidone Iodine 1/2 Strength","Maps to","1750087","RxNorm","2025-05-07","2099-12-31",
"BICA50","2061506737","MIMIC4","Bicalutamide","Maps to","1344381","RxNorm","2025-05-07","2099-12-31",
"225052","2061500964","MIMIC4","Cooling Device Status","Maps to","2061500964","MIMIC4","2025-05-07","2099-12-31",
"225850","2061501293","MIMIC4","Cefazolin (225850)","Maps to","1771162","RxNorm","2025-05-07","2099-12-31",
"NAPH50I","2061508646","MIMIC4","Sodium Phosphate","Maps to","939871","RxNorm","2025-05-07","2099-12-31",
"HYOS.375","2061507790","MIMIC4","Hyoscyamine SO4 (Time Release)","Maps to","923672","RxNorm","2025-05-07","2099-12-31",
"229526","2061502160","MIMIC4","MAC","Maps to","2061502160","MIMIC4","2025-05-07","2099-12-31",
"90639","2061506082","MIMIC4","BACTEROIDIES THETAIOTAOMICRON","Maps to","4142058","SNOMED","2025-05-07","2099-12-31",
"53135","2061504921","MIMIC4","Acid Phosphatase, Prostatic Fraction|Blood|Chemistry","Maps to","3035029","LOINC","2025-05-07","2099-12-31",
"DIAZ2","2061507236","MIMIC4","Diazepam 2MG TAB","Maps to","19018909","RxNorm","2025-05-07","2099-12-31",
"69000","2061505334","MIMIC4","Drainage external ear, abscess or hematoma; simple","Maps to","2111185","CPT4","2025-05-07","2099-12-31",
"0.45NS3000I","2061500016","MIMIC4","1/2 NS 3000 mL Bag","Maps to","40221369","RxNorm","2025-05-07","2099-12-31",
"225842","2061501286","MIMIC4","Ampicillin (225842)","Maps to","1717327","RxNorm","2025-05-07","2099-12-31",
"PAPA30O","2061508869","MIMIC4","ACCUZYME","Maps to","926770","RxNorm","2025-05-07","2099-12-31",
"28288","2061502750","MIMIC4","Ostectomy, partial, exostectomy or condylectomy, metatarsal head, each metatarsal head","Maps to","2105628","CPT4","2025-05-07","2099-12-31",
"Q4HWA","2061509118","MIMIC4","Q4HWA","Maps to","4288393","SNOMED","2025-05-07","2099-12-31",
"VERA5I","2061509780","MIMIC4","Verapamil (VERA5I)","Maps to","1307863","RxNorm","2025-05-07","2099-12-31",
"WFDB.SIGNAL.ADC.SCALEFACTOR.ABPMEAN","2061509936","MIMIC4","WFDB signal A/D converter scale factor in ABPMEAN","Maps to","2061509936","MIMIC4","2025-05-07","2099-12-31",
"26445","2061502509","MIMIC4","Tenolysis, extensor tendon, hand OR finger, each tendon","Maps to","2104513","CPT4","2025-05-07","2099-12-31",
"226403","2061501451","MIMIC4","GU Irrigant - Amphotericin B","Maps to","1717240","RxNorm","2025-05-07","2099-12-31",
"90813","2061506202","MIMIC4","ACINETOBACTER RADIORESISTENS","Maps to","4034065","SNOMED","2025-05-07","2099-12-31",
"90336","2061505948","MIMIC4","CANDIDA RUGOSA","Maps to","4028804","SNOMED","2025-05-07","2099-12-31",
"52264","2061504729","MIMIC4","Lymphs|Cerebrospinal Fluid|Hematology","Maps to","3020951","LOINC","2025-05-07","2099-12-31",
"224685","2061500813","MIMIC4","Tidal Volume (observed)","Maps to","4029625","SNOMED","2025-05-07","2099-12-31",
"51050","2061503818","MIMIC4","Chloride, Pleural|Pleural|Chemistry","Maps to","3038308","LOINC","2025-05-07","2099-12-31",
"229585","2061502191","MIMIC4","Surgical Procedure at Bedside","Maps to","2061502191","MIMIC4","2025-05-07","2099-12-31",
"CYTO5T","2061507141","MIMIC4","Liothyronine Sodium (CYTO5T)","Maps to","1505346","RxNorm","2025-05-07","2099-12-31",
"70007","2061505357","MIMIC4","BLOOD BAG FLUID","Maps to","4001347","SNOMED","2025-05-07","2099-12-31",
