source_code_set,source_category,source_domain,source_code,source_concept_id,source_vocabulary_id,source_description,source_description_synonym,relationship_id,predicate_id,confidence,target_concept_id,target_concept_name,target_vocabulary_id,target_domain_id,author_label,reviewer_label,reviewer_comments,mapping_justification,mapping_tool,mapping_tool_version
d-items,4-Procedures,Observation,225428,0,MIMIC4,Blakemore / Minnesota Tube D/C,4-Procedures|Blakemore / Minnesota Tube D/C,Is a,skos:broadMatch,1,4190104,Procedure discontinued,SNOMED,Observation,Polina Talapova,,,semapv:ManualMappingCuration,,0.0
d-items,4-Procedures,Procedure,225429,0,MIMIC4,Blakemore / MinnesotaTube Inserted,4-Procedures|Blakemore / MinnesotaTube Inserted,Maps to,skos:closeMatch,1,4125150,Balloon tamponade of esophagus using Sengstaken-Blakemore tube,SNOMED,Procedure,Polina Talapova,,,semapv:ManualMappingCuration,,0.0
d-items,4-Procedures,Procedure,225429,0,MIMIC4,Blakemore / MinnesotaTube Inserted,4-Procedures|Blakemore / MinnesotaTube Inserted,Has relat context,skos:relatedMatch,1,4230996,Minnesota tube,SNOMED,Device,Polina Talapova,,,semapv:ManualMappingCuration,,0.0
d-items,6-Cultures,Measurement,225401,0,MIMIC4,Blood Cultured,6-Cultures|Blood Cultured,Maps to,skos:exactMatch,1,4107893,Blood culture,SNOMED,Measurement,Polina Talapova,,,semapv:ManualMappingCuration,,0.0
d-items,Dialysis,Measurement,224144,0,MIMIC4,Blood Flow (ml/min),Dialysis|Blood Flow (ml/min),Subsumes,skos:narrowMatch,1,44802816,Haemodialysis blood flow rate,SNOMED,Measurement,Polina Talapova,,,semapv:ManualMappingCuration,,0.0
d-items,Routine Vital Signs,Measurement,226329,0,MIMIC4,Blood Temperature CCO (C),Routine Vital Signs|Blood Temperature CCO (C),Maps to,skos:exactMatch,1,21490586,Blood temperature,LOINC,Measurement,Polina Talapova,,,semapv:LexicalSimilarityThresholdMatching,,0.0
d-items,Routine Vital Signs,Measurement,226329,0,MIMIC4,Blood Temperature CCO (C),Routine Vital Signs|Blood Temperature CCO (C),Has measurement,skos:relatedMatch,1,4221102,Cardiac output,SNOMED,Measurement,Polina Talapova,,,semapv:ManualMappingCuration,,0.0
d-items,General,Note,226473,0,MIMIC4,Blood Transfusion Consent,General|Blood Transfusion Consent,Maps to,skos:exactMatch,1,36304120,Blood or blood product transfusion consent Document,LOINC,Note,Polina Talapova,,,semapv:ManualMappingCuration,,0.0
d-items,Toxicology,Measurement,229766,0,MIMIC4,Bone/Joint Aches (COWS),Toxicology|Bone/Joint Aches (COWS),Has asso finding,skos:relatedMatch,1,77074,Joint pain,SNOMED,Condition,Polina Talapova,,,semapv:ManualMappingCuration,,0.0
d-items,Toxicology,Measurement,229766,0,MIMIC4,Bone/Joint Aches (COWS),Toxicology|Bone/Joint Aches (COWS),Has asso finding,skos:relatedMatch,1,4129418,Bone pain,SNOMED,Condition,Polina Talapova,,,semapv:ManualMappingCuration,,0.0
d-items,Toxicology,Measurement,229766,0,MIMIC4,Bone/Joint Aches (COWS),Toxicology|Bone/Joint Aches (COWS),Is a,skos:broadMatch,1,42873108,Clinical opiate withdrawal scale,SNOMED,Measurement,Polina Talapova,,,semapv:ManualMappingCuration,,0.0
d-items,GI/GU,Observation,224004,0,MIMIC4,Bowel Sounds,GI/GU|Bowel Sounds,Maps to,skos:exactMatch,1,4337265,Bowel sounds,SNOMED,Observation,Polina Talapova,,,semapv:LexicalMatching,,0.0
d-items,Cardiovascular (Pulses),Measurement,223944,0,MIMIC4,Brachial Pulse L,Cardiovascular (Pulses)|Brachial Pulse L,Subsumes,skos:narrowMatch,1,3036596,Pulse intensity Brachial artery - left by palpation,LOINC,Measurement,Polina Talapova,,,semapv:ManualMappingCuration,,0.0
d-items,Cardiovascular (Pulses),Measurement,223944,0,MIMIC4,Brachial Pulse L,Cardiovascular (Pulses)|Brachial Pulse L,Is a,skos:broadMatch,1,4226234,Brachial pulse rate,SNOMED,Measurement,Polina Talapova,,,semapv:LevenshteinEditDistance,,0.0
d-items,Cardiovascular (Pulses),Measurement,223944,0,MIMIC4,Brachial Pulse L,Cardiovascular (Pulses)|Brachial Pulse L,Subsumes,skos:narrowMatch,1,3014415,Pulse wave form Brachial artery - left by US.doppler,LOINC,Measurement,Polina Talapova,,,semapv:ManualMappingCuration,,0.0
d-items,Cardiovascular (Pulses),Measurement,223939,0,MIMIC4,Brachial Pulse R,Cardiovascular (Pulses)|Brachial Pulse R,Subsumes,skos:narrowMatch,1,3036832,Pulse intensity Brachial artery - right by palpation,LOINC,Measurement,Polina Talapova,,,semapv:ManualMappingCuration,,0.0
d-items,Cardiovascular (Pulses),Measurement,223939,0,MIMIC4,Brachial Pulse R,Cardiovascular (Pulses)|Brachial Pulse R,Subsumes,skos:narrowMatch,1,3009083,Pulse wave form Brachial artery - right by US.doppler,LOINC,Measurement,Polina Talapova,,,semapv:ManualMappingCuration,,0.0
d-items,Cardiovascular (Pulses),Measurement,223939,0,MIMIC4,Brachial Pulse R,Cardiovascular (Pulses)|Brachial Pulse R,Is a,skos:broadMatch,1,4226234,Brachial pulse rate,SNOMED,Measurement,Polina Talapova,,,semapv:LevenshteinEditDistance,,0.0
d-items,3-Significant Events,Condition,225819,0,MIMIC4,Brain Death,3-Significant Events|Brain Death,Maps to,skos:exactMatch,1,4028689,Electrocerebral silence,SNOMED,Condition,Polina Talapova,,,semapv:ManualMappingCuration,,0.0
d-items,Labs,Measurement,227446,0,MIMIC4,Brain Natiuretic Peptide (BNP),Labs|Brain Natiuretic Peptide (BNP),Maps to,skos:exactMatch,1,4307029,Brain natriuretic peptide measurement,SNOMED,Measurement,Polina Talapova,,,semapv:LexicalSimilarityThresholdMatching,,0.0
d-items,OB-GYN,Measurement,227645,0,MIMIC4,Breast Feed - L (Minutes),OB-GYN|Breast Feed - L (Minutes),Has asso proc,skos:relatedMatch,1,37208366,Breast feeding,SNOMED,Procedure,Polina Talapova,,,semapv:ManualMappingCuration,,0.0
d-items,OB-GYN,Measurement,227646,0,MIMIC4,Breast Feed - R (Minutes),OB-GYN|Breast Feed - R (Minutes),Has asso proc,skos:relatedMatch,1,37208366,Breast feeding,SNOMED,Procedure,Polina Talapova,,,semapv:ManualMappingCuration,,0.0
d-items,OB-GYN,Procedure,227642,0,MIMIC4,Breast Feeding,OB-GYN|Breast Feeding,Maps to,skos:exactMatch,1,37208366,Breast feeding,SNOMED,Procedure,Polina Talapova,,,semapv:LexicalMatching,,0.0
d-items,OB-GYN,Measurement,227643,0,MIMIC4,Breast Feeding - L,OB-GYN|Breast Feeding - L,Has asso proc,skos:relatedMatch,1,37208366,Breast feeding,SNOMED,Procedure,Polina Talapova,,,semapv:ManualMappingCuration,,0.0
d-items,OB-GYN,Measurement,227644,0,MIMIC4,Breast Feeding - R,OB-GYN|Breast Feeding - R,Has asso proc,skos:relatedMatch,1,37208366,Breast feeding,SNOMED,Procedure,Polina Talapova,,,semapv:ManualMappingCuration,,0.0
d-items,Pulmonary,Observation,229322,0,MIMIC4,Breathing pattern/effort,Pulmonary|Breathing pattern/effort,Subsumes,skos:narrowMatch,1,4150612,Respiratory pattern,SNOMED,Observation,Polina Talapova,,,semapv:ManualMappingCuration,,0.0
d-items,Pulmonary,Observation,229322,0,MIMIC4,Breathing pattern/effort,Pulmonary|Breathing pattern/effort,Subsumes,skos:narrowMatch,1,21492835,Respiratory effort,LOINC,Observation,Polina Talapova,,,semapv:ManualMappingCuration,,0.0
d-items,4-Procedures,Procedure,225400,0,MIMIC4,Bronchoscopy,4-Procedures|Bronchoscopy,Maps to,skos:exactMatch,1,4032404,Bronchoscopy,SNOMED,Procedure,Polina Talapova,,,semapv:LexicalMatching,,0.0
d-items,Scores - APACHE IV (2),Measurement,227000,0,MIMIC4,BUN_ApacheIV,Scores - APACHE IV (2)|BUN_ApacheIV,Has measurement,skos:relatedMatch,1,4017361,Blood urea nitrogen measurement,SNOMED,Measurement,Polina Talapova,,,semapv:ManualMappingCuration,,0.0
d-items,Scores - APACHE IV (2),Measurement,227001,0,MIMIC4,BunScore_ApacheIV,Scores - APACHE IV (2)|BunScore_ApacheIV,Has measurement,skos:relatedMatch,1,4017361,Blood urea nitrogen measurement,SNOMED,Measurement,Polina Talapova,,,semapv:ManualMappingCuration,,0.0
d-items,Labs,Measurement,227444,0,MIMIC4,C Reactive Protein (CRP),Labs|C Reactive Protein (CRP),Maps to,skos:exactMatch,1,4208414,C-reactive protein measurement,SNOMED,Measurement,Polina Talapova,,,semapv:ManualMappingCuration,,0.0
d-items,Labs,Measurement,225625,0,MIMIC4,Calcium non-ionized,Labs|Calcium non-ionized,Is a,skos:broadMatch,1,4216722,Calcium measurement,SNOMED,Measurement,Polina Talapova,,,semapv:ManualMappingCuration,,0.0
d-items,Pain/Sedation,Measurement,228334,0,MIMIC4,CAM-ICU Altered LOC,Pain/Sedation|CAM-ICU Altered LOC,Has relat context,skos:relatedMatch,1,376961,Disturbance of consciousness,SNOMED,Observation,Polina Talapova,,,semapv:ManualMappingCuration,,0.0
d-items,Pain/Sedation,Measurement,228334,0,MIMIC4,CAM-ICU Altered LOC,Pain/Sedation|CAM-ICU Altered LOC,Is a,skos:broadMatch,1,4232897,Neurological status: consciousness,SNOMED,Observation,Polina Talapova,,,semapv:ManualMappingCuration,,0.0
d-items,Pain/Sedation,Measurement,228334,0,MIMIC4,CAM-ICU Altered LOC,Pain/Sedation|CAM-ICU Altered LOC,Subsumes,skos:narrowMatch,1,36031661,Altered level of consciousness during assessment period [CAM.CMS],LOINC,Observation,Polina Talapova,,,semapv:ManualMappingCuration,,0.0
d-items,Pain/Sedation,Measurement,228334,0,MIMIC4,CAM-ICU Altered LOC,Pain/Sedation|CAM-ICU Altered LOC,Subsumes,skos:narrowMatch,1,36660146,Altered level of consciousness in last 3 day [CAM.CMS],LOINC,Observation,Polina Talapova,,,semapv:ManualMappingCuration,,0.0
d-items,Pain/Sedation,Measurement,228334,0,MIMIC4,CAM-ICU Altered LOC,Pain/Sedation|CAM-ICU Altered LOC,Subsumes,skos:narrowMatch,1,40757761,Altered level of consciousness in last 7 days [CAM.CMS],LOINC,Observation,Polina Talapova,,,semapv:ManualMappingCuration,,0.0
d-items,Pain/Sedation,Measurement,228303,0,MIMIC4,CAM-ICU Disorganized thinking (228303),Pain/Sedation|CAM-ICU Disorganized thinking,Has asso finding,skos:relatedMatch,1,42539616,Disorganized thinking,SNOMED,Condition,Polina Talapova,,,semapv:ManualMappingCuration,,0.0
d-items,Pain/Sedation,Measurement,228303,0,MIMIC4,CAM-ICU Disorganized thinking (228303),Pain/Sedation|CAM-ICU Disorganized thinking,Subsumes,skos:narrowMatch,1,40757262,Disorganized thinking during 2 day assessment period,LOINC,Observation,Polina Talapova,,,semapv:ManualMappingCuration,,0.0
d-items,Pain/Sedation,Measurement,228303,0,MIMIC4,CAM-ICU Disorganized thinking (228303),Pain/Sedation|CAM-ICU Disorganized thinking,Subsumes,skos:narrowMatch,1,40757760,Disorganized thinking in last 7 days [CAM.CMS],LOINC,Observation,Polina Talapova,,,semapv:ManualMappingCuration,,0.0
d-items,Pain/Sedation,Measurement,228335,0,MIMIC4,CAM-ICU Disorganized thinking (228335),Pain/Sedation|CAM-ICU Disorganized thinking,Subsumes,skos:narrowMatch,1,40757262,Disorganized thinking during 2 day assessment period,LOINC,Observation,Polina Talapova,,,semapv:ManualMappingCuration,,0.0
d-items,Pain/Sedation,Measurement,228335,0,MIMIC4,CAM-ICU Disorganized thinking (228335),Pain/Sedation|CAM-ICU Disorganized thinking,Subsumes,skos:narrowMatch,1,40757760,Disorganized thinking in last 7 days [CAM.CMS],LOINC,Observation,Polina Talapova,,,semapv:ManualMappingCuration,,0.0
d-items,Pain/Sedation,Measurement,228335,0,MIMIC4,CAM-ICU Disorganized thinking (228335),Pain/Sedation|CAM-ICU Disorganized thinking,Has asso finding,skos:relatedMatch,1,42539616,Disorganized thinking,SNOMED,Condition,Polina Talapova,,,semapv:ManualMappingCuration,,0.0
d-items,Pain/Sedation,Measurement,229324,0,MIMIC4,CAM-ICU Disorganized thinking (229324),Pain/Sedation|CAM-ICU Disorganized thinking,Has asso finding,skos:relatedMatch,1,42539616,Disorganized thinking,SNOMED,Condition,Polina Talapova,,,semapv:ManualMappingCuration,,0.0
d-items,Pain/Sedation,Measurement,229324,0,MIMIC4,CAM-ICU Disorganized thinking (229324),Pain/Sedation|CAM-ICU Disorganized thinking,Subsumes,skos:narrowMatch,1,40757262,Disorganized thinking during 2 day assessment period,LOINC,Observation,Polina Talapova,,,semapv:ManualMappingCuration,,0.0
d-items,Pain/Sedation,Measurement,229324,0,MIMIC4,CAM-ICU Disorganized thinking (229324),Pain/Sedation|CAM-ICU Disorganized thinking,Subsumes,skos:narrowMatch,1,40757760,Disorganized thinking in last 7 days [CAM.CMS],LOINC,Observation,Polina Talapova,,,semapv:ManualMappingCuration,,0.0
d-items,Pain/Sedation,Measurement,228301,0,MIMIC4,CAM-ICU Inattention (228301),Pain/Sedation|CAM-ICU Inattention,Has relat context,skos:relatedMatch,1,4318665,Inattention,SNOMED,Condition,Polina Talapova,,,semapv:ManualMappingCuration,,0.0
d-items,Pain/Sedation,Measurement,228301,0,MIMIC4,CAM-ICU Inattention (228301),Pain/Sedation|CAM-ICU Inattention,Subsumes,skos:narrowMatch,1,36031885,"Did the patient have difficulty focusing attention, for example, being easily distractible or having difficulty keeping track of what was being said during assessment period [CAM.CMS]",LOINC,Observation,Polina Talapova,,,semapv:ManualMappingCuration,,0.0
d-items,Pain/Sedation,Measurement,228301,0,MIMIC4,CAM-ICU Inattention (228301),Pain/Sedation|CAM-ICU Inattention,Subsumes,skos:narrowMatch,1,40757759,Inattention in last 7 days [CAM.CMS],LOINC,Observation,Polina Talapova,,,semapv:ManualMappingCuration,,0.0
d-items,Pain/Sedation,Measurement,228336,0,MIMIC4,CAM-ICU Inattention (228336),Pain/Sedation|CAM-ICU Inattention,Subsumes,skos:narrowMatch,1,40757759,Inattention in last 7 days [CAM.CMS],LOINC,Observation,Polina Talapova,,,semapv:ManualMappingCuration,,0.0
d-items,Pain/Sedation,Measurement,228336,0,MIMIC4,CAM-ICU Inattention (228336),Pain/Sedation|CAM-ICU Inattention,Has relat context,skos:relatedMatch,1,4318665,Inattention,SNOMED,Condition,Polina Talapova,,,semapv:ManualMappingCuration,,0.0
d-items,Pain/Sedation,Measurement,228336,0,MIMIC4,CAM-ICU Inattention (228336),Pain/Sedation|CAM-ICU Inattention,Subsumes,skos:narrowMatch,1,36031885,"Did the patient have difficulty focusing attention, for example, being easily distractible or having difficulty keeping track of what was being said during assessment period [CAM.CMS]",LOINC,Observation,Polina Talapova,,,semapv:ManualMappingCuration,,0.0
d-items,Pain/Sedation,Measurement,229325,0,MIMIC4,CAM-ICU Inattention (229325),Pain/Sedation|CAM-ICU Inattention,Has relat context,skos:relatedMatch,1,4318665,Inattention,SNOMED,Condition,Polina Talapova,,,semapv:ManualMappingCuration,,0.0
d-items,Pain/Sedation,Measurement,229325,0,MIMIC4,CAM-ICU Inattention (229325),Pain/Sedation|CAM-ICU Inattention,Subsumes,skos:narrowMatch,1,36031885,"Did the patient have difficulty focusing attention, for example, being easily distractible or having difficulty keeping track of what was being said during assessment period [CAM.CMS]",LOINC,Observation,Polina Talapova,,,semapv:ManualMappingCuration,,0.0
d-items,Pain/Sedation,Measurement,229325,0,MIMIC4,CAM-ICU Inattention (229325),Pain/Sedation|CAM-ICU Inattention,Subsumes,skos:narrowMatch,1,40757759,Inattention in last 7 days [CAM.CMS],LOINC,Observation,Polina Talapova,,,semapv:ManualMappingCuration,,0.0
d-items,Pain/Sedation,Measurement,228300,0,MIMIC4,CAM-ICU MS change,Pain/Sedation|CAM-ICU MS change,Has relat context,skos:relatedMatch,1,436222,Altered mental status,SNOMED,Observation,Polina Talapova,,,semapv:ManualMappingCuration,,0.0
d-items,Pain/Sedation,Measurement,228300,0,MIMIC4,CAM-ICU MS change,Pain/Sedation|CAM-ICU MS change,Subsumes,skos:narrowMatch,1,36031162,Is there evidence of an acute change in mental status from the patient's baseline during assessment period [CAM.CMS],LOINC,Observation,Polina Talapova,,,semapv:ManualMappingCuration,,0.0
d-items,Pain/Sedation,Measurement,228300,0,MIMIC4,CAM-ICU MS change,Pain/Sedation|CAM-ICU MS change,Subsumes,skos:narrowMatch,1,40757763,Acute onset mental status change [CAM.CMS],LOINC,Observation,Polina Talapova,,,semapv:ManualMappingCuration,,0.0
d-items,Pain/Sedation,Measurement,228337,0,MIMIC4,CAM-ICU MS Change (228337),Pain/Sedation|CAM-ICU MS Change,Has relat context,skos:relatedMatch,1,436222,Altered mental status,SNOMED,Observation,Polina Talapova,,,semapv:ManualMappingCuration,,0.0
d-items,Pain/Sedation,Measurement,228337,0,MIMIC4,CAM-ICU MS Change (228337),Pain/Sedation|CAM-ICU MS Change,Subsumes,skos:narrowMatch,1,36031162,Is there evidence of an acute change in mental status from the patient's baseline during assessment period [CAM.CMS],LOINC,Observation,Polina Talapova,,,semapv:ManualMappingCuration,,0.0
d-items,Pain/Sedation,Measurement,229326,0,MIMIC4,CAM-ICU MS Change (229326),Pain/Sedation|CAM-ICU MS Change,Subsumes,skos:narrowMatch,1,40757763,Acute onset mental status change [CAM.CMS],LOINC,Observation,Polina Talapova,,,semapv:ManualMappingCuration,,0.0
d-items,Pain/Sedation,Measurement,228302,0,MIMIC4,CAM-ICU RASS LOC,Pain/Sedation|CAM-ICU RASS LOC,Is a,skos:broadMatch,1,4232897,Neurological status: consciousness,SNOMED,Observation,Polina Talapova,,,semapv:ManualMappingCuration,,0.0
d-items,Pain/Sedation,Measurement,228302,0,MIMIC4,CAM-ICU RASS LOC,Pain/Sedation|CAM-ICU RASS LOC,Has measurement,skos:relatedMatch,1,36684829,Richmond Agitation-Sedation Scale,SNOMED,Measurement,Polina Talapova,,,semapv:ManualMappingCuration,,0.0
d-items,ECMO,Observation,229879,0,MIMIC4,Cannula sites visually inspected (CH),ECMO|Cannula sites visually inspected (CH),Has asso proc,skos:relatedMatch,1,4219686,Cannula procedure,SNOMED,Procedure,Polina Talapova,,,semapv:ManualMappingCuration,,0.0
d-items,ECMO,Observation,229266,0,MIMIC4,Cannula sites visually inspected (ECMO),ECMO|Cannula sites visually inspected (ECMO),Has asso proc,skos:relatedMatch,1,4219686,Cannula procedure,SNOMED,Procedure,Polina Talapova,,,semapv:ManualMappingCuration,,0.0
d-items,Centrimag,Observation,229250,0,MIMIC4,Cannula sites visually inspected (LVAD),Centrimag|Cannula sites visually inspected (LVAD),Has relat context,skos:relatedMatch,1,4235161,Left ventricular assist device,SNOMED,Device,Polina Talapova,,,semapv:ManualMappingCuration,,0.0
d-items,Centrimag,Observation,229251,0,MIMIC4,Cannula sites visually inspected (RVAD),Centrimag|Cannula sites visually inspected (RVAD),Has relat context,skos:relatedMatch,1,4235160,Right ventricular assist device,SNOMED,Device,Polina Talapova,,,semapv:ManualMappingCuration,,0.0
d-items,Tandem Heart,Observation,228187,0,MIMIC4,Cannulas Visible,Tandem Heart|Cannulas Visible,Has asso proc,skos:relatedMatch,1,4219686,Cannula procedure,SNOMED,Procedure,Polina Talapova,,,semapv:ManualMappingCuration,,0.0
d-items,Cardiovascular (Pulses),Measurement,224308,0,MIMIC4,Capillary Refill L,Cardiovascular (Pulses)|Capillary Refill L,Is a,skos:broadMatch,1,3045676,Capillary refill [Time],LOINC,Measurement,Polina Talapova,,,semapv:LevenshteinEditDistance,,0.0
d-items,Cardiovascular (Pulses),Measurement,223951,0,MIMIC4,Capillary Refill R,Cardiovascular (Pulses)|Capillary Refill R,Is a,skos:broadMatch,1,3045676,Capillary refill [Time],LOINC,Measurement,Polina Talapova,,,semapv:LevenshteinEditDistance,,0.0
d-items,3-Significant Events,Condition,225466,0,MIMIC4,Cardiac Arrest,3-Significant Events|Cardiac Arrest,Maps to,skos:exactMatch,1,321042,Cardiac arrest,SNOMED,Condition,Polina Talapova,,,semapv:LexicalMatching,,0.0
d-items,,Observation,229555,0,MIMIC4,Cardiac Assist Cannula Change,,Has asso proc,skos:relatedMatch,1,4297706,Replacement of device,SNOMED,Procedure,Polina Talapova,,,semapv:ManualMappingCuration,,0.0
d-items,,Observation,229555,0,MIMIC4,Cardiac Assist Cannula Change,,Has relat context,skos:relatedMatch,1,4263631,Cardiac assist implant,SNOMED,Device,Polina Talapova,,,semapv:ManualMappingCuration,,0.0
d-items,,Observation,229555,0,MIMIC4,Cardiac Assist Cannula Change,,Has asso proc,skos:relatedMatch,1,4134423,Removal of device,SNOMED,Procedure,Polina Talapova,,,semapv:ManualMappingCuration,,0.0
d-items,,Observation,229556,0,MIMIC4,Cardiac Assist Cannula Date,,Has relat context,skos:relatedMatch,1,4263631,Cardiac assist implant,SNOMED,Device,Polina Talapova,,,semapv:LexicalSimilarityThresholdMatching,,0.0
d-items,Access Lines - Invasive,Observation,229558,0,MIMIC4,Cardiac Assist Cannula Discontinued,Access Lines - Invasive|Cardiac Assist Cannula Discontinued,Has asso proc,skos:relatedMatch,1,4219686,Cannula procedure,SNOMED,Procedure,Polina Talapova,,,semapv:ManualMappingCuration,,0.0
d-items,Access Lines - Invasive,Observation,229558,0,MIMIC4,Cardiac Assist Cannula Discontinued,Access Lines - Invasive|Cardiac Assist Cannula Discontinued,Is a,skos:broadMatch,1,4190104,Procedure discontinued,SNOMED,Observation,Polina Talapova,,,semapv:ManualMappingCuration,,0.0
d-items,Access Lines - Invasive,Observation,229560,0,MIMIC4,Cardiac Assist Cannula Position,Access Lines - Invasive|Cardiac Assist Cannula Position,Has asso proc,skos:relatedMatch,1,4219686,Cannula procedure,SNOMED,Procedure,Polina Talapova,,,semapv:ManualMappingCuration,,0.0
d-items,Access Lines - Invasive,Observation,229559,0,MIMIC4,Cardiac Assist Cannula Site Appear,Access Lines - Invasive|Cardiac Assist Cannula Site Appear,Has asso proc,skos:relatedMatch,1,4219686,Cannula procedure,SNOMED,Procedure,Polina Talapova,,,semapv:ManualMappingCuration,,0.0
d-items,4-Procedures,Procedure,225430,0,MIMIC4,Cardiac Cath,4-Procedures|Cardiac Cath,Maps to,skos:exactMatch,1,4223020,Cardiac catheterization,SNOMED,Procedure,Polina Talapova,,,semapv:LexicalSimilarityThresholdMatching,,0.0
d-items,NICOM,Measurement,228368,0,MIMIC4,Cardiac Index (CI NICOM),NICOM|Cardiac Index (CI NICOM),Is a,skos:broadMatch,1,4208254,Cardiac index,SNOMED,Measurement,Polina Talapova,,,semapv:ManualMappingCuration,,0.0
d-items,NICOM,Measurement,228368,0,MIMIC4,Cardiac Index (CI NICOM),NICOM|Cardiac Index (CI NICOM),Is a,skos:broadMatch,1,45766800,Non-invasive cardiac output monitoring,SNOMED,Observation,Polina Talapova,,,semapv:ManualMappingCuration,,0.0
d-items,NICOM,Measurement,228368,0,MIMIC4,Cardiac Index (CI NICOM),NICOM|Cardiac Index (CI NICOM),Has relat context,skos:relatedMatch,1,4269208,Monitoring of cardiac output/cardiac index,SNOMED,Observation,Polina Talapova,,,semapv:ManualMappingCuration,,0.0
d-items,Hemodynamics,Measurement,224842,0,MIMIC4,Cardiac Output (CCO),Hemodynamics|Cardiac Output (CCO),Maps to,skos:closeMatch,1,4221102,Cardiac output,SNOMED,Measurement,Polina Talapova,,,semapv:ManualMappingCuration,,0.0
d-items,Hemodynamics,Measurement,224842,0,MIMIC4,Cardiac Output (CCO),Hemodynamics|Cardiac Output (CCO),Has relat context,skos:relatedMatch,1,4082378,Cardiac output monitoring,SNOMED,Observation,Polina Talapova,,,semapv:ManualMappingCuration,,0.0
d-items,NICOM,Measurement,228369,0,MIMIC4,Cardiac Output (CO NICOM),NICOM|Cardiac Output (CO NICOM),Has relat context,skos:relatedMatch,1,4269208,Monitoring of cardiac output/cardiac index,SNOMED,Observation,Polina Talapova,,,semapv:ManualMappingCuration,,0.0
d-items,NICOM,Measurement,228369,0,MIMIC4,Cardiac Output (CO NICOM),NICOM|Cardiac Output (CO NICOM),Is a,skos:broadMatch,1,4221102,Cardiac output,SNOMED,Measurement,Polina Talapova,,,semapv:ManualMappingCuration,,0.0
d-items,NICOM,Measurement,228369,0,MIMIC4,Cardiac Output (CO NICOM),NICOM|Cardiac Output (CO NICOM),Is a,skos:broadMatch,1,45766800,Non-invasive cardiac output monitoring,SNOMED,Observation,Polina Talapova,,,semapv:ManualMappingCuration,,0.0
d-items,Hemodynamics,Observation,220088,0,MIMIC4,Cardiac Output (thermodilution),Hemodynamics|Cardiac Output (thermodilution),Maps to,skos:exactMatch,1,4321094,Monitoring of cardiac output by thermodilution indicator,SNOMED,Observation,Polina Talapova,,,semapv:ManualMappingCuration,,0.0
d-items,3-Significant Events,Procedure,225464,0,MIMIC4,Cardioversion/Defibrillation,3-Significant Events|Cardioversion/Defibrillation,Maps to,skos:exactMatch,1,4138751,Cardioverter defibrillator procedure,SNOMED,Procedure,Polina Talapova,,,semapv:ManualMappingCuration,,0.0
d-items,Output,Observation,226632,0,MIMIC4,Cath Lab,Output|Cath Lab,Has relat context,skos:relatedMatch,1,4060422,Catheter,SNOMED,Device,Polina Talapova,,,semapv:LevenshteinEditDistance,,0.0
d-items,Access Lines - Invasive,Measurement,224269,0,MIMIC4,CCO PAC,Continuous Cardiac Output via Pulmonary Artery Catheter || Access Lines - Invasive|CCO PAC,Has asso proc,skos:relatedMatch,1,4305794,Introduction of catheter into pulmonary artery,SNOMED,Procedure,Polina Talapova,,,semapv:ManualMappingCuration,,0.0
d-items,Access Lines - Invasive,Measurement,224269,0,MIMIC4,CCO PAC,Continuous Cardiac Output via Pulmonary Artery Catheter || Access Lines - Invasive|CCO PAC,Has relat context,skos:relatedMatch,1,4082378,Cardiac output monitoring,SNOMED,Observation,Polina Talapova,,,semapv:ManualMappingCuration,,0.0
d-items,Access Lines - Invasive,Measurement,224269,0,MIMIC4,CCO PAC,Continuous Cardiac Output via Pulmonary Artery Catheter || Access Lines - Invasive|CCO PAC,Has relat context,skos:relatedMatch,1,4262295,Pulmonary artery catheter,SNOMED,Device,Polina Talapova,,,semapv:ManualMappingCuration,,0.0
d-items,,Observation,225221,0,MIMIC4,CCO PAC Cap Change,,Has relat context,skos:relatedMatch,1,4262295,Pulmonary artery catheter,SNOMED,Device,Polina Talapova,,,semapv:ManualMappingCuration,,0.0
d-items,,Observation,225222,0,MIMIC4,CCO PAC Change over Wire Date,,Has relat context,skos:relatedMatch,1,4262295,Pulmonary artery catheter,SNOMED,Device,Polina Talapova,,,semapv:ManualMappingCuration,,0.0
d-items,,Observation,225222,0,MIMIC4,CCO PAC Change over Wire Date,,Has asso proc,skos:relatedMatch,1,4304341,Replacement of catheter,SNOMED,Procedure,Polina Talapova,,,semapv:ManualMappingCuration,,0.0
d-items,,Observation,225222,0,MIMIC4,CCO PAC Change over Wire Date,,Has asso proc,skos:relatedMatch,1,4304476,Removal of catheter,SNOMED,Procedure,Polina Talapova,,,semapv:ManualMappingCuration,,0.0
d-items,Access Lines - Invasive,Observation,225738,0,MIMIC4,CCO PAC Discontinued,Access Lines - Invasive|CCO PAC Discontinued,Has relat context,skos:relatedMatch,1,4262295,Pulmonary artery catheter,SNOMED,Device,Polina Talapova,,,semapv:ManualMappingCuration,,0.0
d-items,Access Lines - Invasive,Observation,225738,0,MIMIC4,CCO PAC Discontinued,Access Lines - Invasive|CCO PAC Discontinued,Has relat context,skos:relatedMatch,1,4082378,Cardiac output monitoring,SNOMED,Observation,Polina Talapova,,,semapv:ManualMappingCuration,,0.0
